# Auto-generated by emojicon.py using CLDR v45
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;kanohi pakiri;kanohi|pakiri
⛑️;pōtae mārō kaimahi whakaora;āwhina|kanohi|pōtae|pōtae mārō|pōtae mārō kaimahi whakaora|rīpeka
📿;ngā poria inoi;inoi|kākahu|karakia|ngā poria inoi|poria|reikakī
💄;paningutu;ngā whakanako|paningutu|whakapaipai kanohi
💍;mōwhiti matimati;mōwhiti matimati|taimana
💎;kōhatu māpuna;kōhatu māpuna|māpuna|rei|taimana
🔇;tukuoro whakangū;hū|ngū|tukuoro|tukuoro whakangū
🔈;tukuoro kahaoro pāpaku;pāpaku|tukuoro kahaoro pāpaku
🔉;tukuoro kahaoro waenga;tukuoro kahaoro waenga|waenga
🔊;tukuoro kahaoro teitei;nui|tukuoro kahaoro teitei
📢;tukuoro;kōrero tūmatanui|nui|tukuoro
📣;pūwhakarahireo;pūwhakarahireo|umere ana
📯;haona poutāpeta;haona|pōhi|poutāpeta
🔔;pere;pere
🔕;pere whai rītaha;hū|kāo|kore|ngū|pere|pere whai rītaha|rāhuitia|whakakore
🎼;tuhinga puoro;puoro|tuhinga
🎵;tohu waiata;puoro|tohu waiata
🎶;ngā tohu waiata;ngā tohu|ngā tohu waiata|puoro|tohu
🎙️;hopuoro taiwhanga;hopuoro|puoro|taiwhanga
🎚️;rēreti puoro;puoro|rēreti|taumata
🎛️;ngā puku mana;ngā puku|ngā puku mana|paemana|puoro
🎤;hopuoro;hopuoro|karaoke
🎧;maupane;maupane|purutaringa
📻;irirangi;ataata|irirangi
🎷;pūtohe;puoro|pūtohe|whakatangi
🪗;;
🎸;kitā;kitā|puoro|whakatangi
🎹;papapurei puoro;papapurei|piana|puoro|whakatangi
🎺;pūawanui;pūawanui|puoro|whakatangi
🎻;tōiri;puoro|tōiri|whakatangi
🪕;;
🥁;pahū;pahū|patupahū|puoro
🪘;;
🪇;;
🪈;;
📱;waea pūkoro;pūkoro|waea|waeakawe
📲;waea pūkoro me te pere;pere|pūkoro|pūwhiwhi|waea|waea pūkoro me te pere|waeakawe
☎️;waea;waea
📞;pūwhiwhi waea;pūwhiwhi|waea
📟;pūoho;pūoho
📠;mīhini waeatuhi;mīhini waeatuhi|waeatuhi
🔋;pūhiko;pūhiko
🪫;;
🔌;puru hiko;hiko|puru
💻;paparorohiko;paparorohiko|rorohiko|rw|whaiaro
🖥️;rorohiko papamahi;papamahi|rorohiko
🖨️;pūreretā;pūreretā|rorohiko
⌨️;papapātuhi;papapātuhi|rorohiko
🖱️;kiore rorohiko;kiore rorohiko|rorohiko
🖲️;pōrotaki;pōrotaki|rorohiko
💽;kōpae rorohiko;kōpae|kōpae-iti|rorohiko|whatu
💾;kōpae pīngore;kōpae|pīngore|rorohiko
💿;kōpae whatu;kōpae|kōpaepae|rorohiko|whatu
📀;kam;blu-ray|kam|kōpae|rorohiko|whatu
🧮;;
🎥;pū hopuata;kāmera|pū hopuata|whare whitiāhua|whitiāhua
🎞️;anga whitiāhua;anga|whare whitiāhua|whitiāhua
📽️;tukuata whitiāhua;ataata|tukuata|whare whitiāhua|whitiāhua
🎬;papa papaki;papa papaki|papaki|whitiāhua
📺;pouaka whakaata;ataata|pouaka whakaata
📷;pūwhakaahua;ataata|pūwhakaahua
📸;pūwhakaahua whai hikohiko;ataata|hikohiko|pūwhakaahua|pūwhakaahua whai hikohiko
📹;pūwhakaahua ataata;ataata|pūwhakaahua
📼;rīpene-ataata;ataata|rīpene|rīpene-ataata|vhs
🔍;kārāhe whārahi anga mauī;karāhe|kārāhe whārahi anga mauī|rapu|utauta|whārahi
🔎;karāhe whārahi anga matau;karāhe|karāhe whārahi anga matau|rapu|utauta|whārahi
🕯️;kānara;kānara|rama
💡;puku mārama;hiko|mārama|puku|whakaaro|whakakata
🔦;kōrama;hiko|kōrama|mārama|utauta
🏮;rātana pepa whero;mārama|pae|rama|rātana pepa whero|whero
🪔;;
📔;pukatuhipoka whai uhi whakairoiro;pukapuka|pukatuhipoka|pukatuhipoka whai uhi whakairoiro|uhi|whakairoiro
📕;pukapuka kopi;kopi|pukapuka
📖;pukapuka tuwhera;pukapuka|tuwhera
📗;pukapuka kākāriki;kākāriki|pukapuka
📘;pukapuka kikorangi;kikorangi|pukapuka
📙;pukapuka karaka;karaka|pukapuka
📚;ngā pukapuka;ngā pukapuka|pukapuka
📓;pukatuhipoka;pukatuhipoka
📒;puka kaute;puka kaute|pukatuhipoka
📃;whārangi whai piko;piko|tuhinga|whārangi|whārangi whai piko
📜;tuhinga pōkai;pepa|tuhinga pōkai
📄;whārangi anga ake;tuhinga|whārangi|whārangi anga ake
📰;nūpepa;nūpepa|pepa|rongo
🗞️;nūpepa pōkai;nūpepa|pepa|pōkai|rongo
📑;ripa tohuwāhi;ngā ripa|ripa tohuwāhi|tohu|tohuwāhi
🔖;tohuwāhi;tohu|tohuwāhi
🏷️;tapanga;tapanga
💰;pēke moni;moni|pēke|tāra
🪙;;
💴;monipepa Yen;momo moni|moni|monipepa|pēke|pepa|pire|yen
💵;monipepa tāra;momo moni|moni|monipepa|pēke|pepa|pire|tāra
💶;monipepa uro;momo moni|moni|monipepa|pēke|pepa|pire|uro
💷;monipepa pauna;momo moni|moni|monipepa|pauna|pēke|pepa|pire
💸;moni whai parirau;moni|moni whai parirau|monipepa|parirau|pēke|pepa|pire|rere|tāra
💳;kāri tāwere;kāri|moni|pēke|tāwere
🧾;;
💹;tūtohi aupiki me te yen;au|aupiki|kauwhata|mākete|momo moni|moni|pēke|tipunga|tūtohi|tūtohi aupiki me te yen|whakarunga|yen
✉️;kōpaki;īmēra|kōpaki|reta
📧;īmēra;īmēra|mēra|reta
📨;kōpaki taumai;ī-mēra|īmēra|kōpaki|kōpaki taumai|mēra|reta|tau mai|whiwhi
📩;kōpaki whai kōpere;ī-mēra|iho|īmēra|kōpaki|kōpaki whai kōpere|kua tuku|mēra|pere|reta|tuku atu
📤;heri pouakaputa;heri|kua tuku|mēra|pouaka|pouakaputa|reta
📥;heri pouakauru;heri|mēra|pouaka|pouakauru|reta|whiwhi
📦;mōkihi;mōkī|mōkihi|pouaka
📫;pouakamēra kopi whai kara whakarewa;kati|mēra|pouaka pōhi|pouakamēra|pouakamēra kopi whai kara whakarewa
📪;pouakamēra kopi whai kara whakaheke;kati|mēra|pouaka pōhi|pouakamēra|pouakamēra kopi whai kara whakaheke|whakaheke
📬;pouakamēra tuwhera whai kara whakarewa;mēra|pouaka pōhi|pouakamēra|pouakamēra tuwhera whai kara whakarewa|tuwhera
📭;pouakamēra tuwhera whai kara whakaheke;mēra|pouaka pōhi|pouakamēra|pouakamēra tuwhera whai kara whakaheke|tuwhera|whakaheke
📮;pouaka poutāpeta;mēra|pouaka poutāpeta|pouakamēra
🗳️;pouaka pōti me te pōti;pōti|pouaka|pouaka pōti me te pōti
✏️;penerākau;penerākau
✒️;timopene pango;pene|timopene|timopene pango
🖋️;pene puna;pene|puna
🖊️;pene;pene|penepōro
🖌️;parahi peita;parahi peita|peitatanga
🖍️;pene hinu;pene hinu
📝;manatu;manatu|penerākau
💼;kopamārō;kopamārō
📁;kōpaki kōnae;kōnae|kōpaki
📂;kōpaki kōnae tuwhera;kōnae|kōpaki|tuwhera
🗂️;ngā whakawehe kāri kuputohu;kāri|kuputohu|ngā whakawehe kāri kuputohu|whakawehe
📅;maramataka;maramataka|te rā
📆;maramataka tīhae;maramataka|maramataka tīhae
🗒️;pukatuhi tōrino;pukatuhi|tōrino|tuhipoka
🗓️;maramataka tōrino;maramataka|pukatuhi|tōrino
📇;kuputohu ā-kāri;kāri|kuputohu|kuputohu ā-kāri|rolodex
📈;tūtohi aupiki;au|kauwhata|tipunga|tūtohi|tūtohi aupiki|whakarunga
📉;tūtohi auheke;au|kauwhata|tūtohi|tūtohi auheke|whakaheke
📊;tūtohi pae;kauwhata|pae|tūtohi
📋;paparawhi;paparawhi
📌;pinepana;pine|pinepana
📍;pinepana porohita;pine|pinepana|pinepana porohita
📎;rawhipepa;rawhipepa
🖇️;ngā rawhipepa honohono;hono|ngā rawhipepa honohono|rawhipepa
📏;rūri torotika;rūri|torotika
📐;rūri tapatoru;huinga|rūri|tapatoru
✂️;kutikuti;kutikuti|tapahitanga|utauta
🗃️;pouaka kōnae kāri;kāri|kōnae|pouaka
🗄️;kāpata kōnae;kāpata|kōnae|whakaraupapa kōnae
🗑️;pāhikete para;pāhikete para
🔒;kua maukati;kua kati|kua maukati
🔓;wetemaukati;maukati|wetemaukati|whakatuwhera
🔏;maukati mā te pene;maukati|maukati mā te pene|pene|timopene|tūmataitinga|waituhi
🔐;maukati mā te kī;haumaru|kati|kī|maukati|maukati mā te kī
🔑;kī;kī|kupuhipa|maukati
🗝️;kī tawhito;kī|maukati|tawhito|tīwhiri
🔨;hama;hama|utauta
🪓;;
⛏️;keriwhenua;keri kōhuke|keriwhenua|utauta
⚒️;hama me te keriwhenua;hama|hama me te keriwhenua|keriwhenua|utauta
🛠️;hama me te wāwāhi;hama|hama me te wāwāhi|mauhiri|utauta|wāwāhi
🗡️;oka;naihi|oka|rākau-riri
⚔️;hoari whakawhiri;hoari|rākau-riri|whakawhiri
💣;pōma;pōma|whakakata
🪃;;
🏹;kōpere me ngā pere;kaikōpere|kōpere|kōpere me ngā pere|kōperetanga|pere|poutiriao|rākau-riri|Sagittarius|utauta
🛡️;pākai;pākai|rākau-riri
🪚;;
🔧;wāwāhi;mauhiri|utauta|wāwāhi
🪛;;
🔩;nati me te whaowiri;nati|nati me te whaowiri|utauta|whaowiri
⚙️;taputapu;taputapu|utauta
🗜️;kuku;kuku|purimau|utauta|whakakōpeke
⚖️;ōrite whārite;Libra|ōrite|poutiriao|taumaha|utauta|whakawā|whārite
🦯;;
🔗;hononga;hononga
⛓️‍💥;;
⛓️;ngā mekameka;mekameka|ngā mekameka
🪝;;
🧰;;
🧲;;
🪜;;
⚗️;taputapu iheunga;mātai matū|taputapu iheunga|utauta
🧪;;
🧫;;
🧬;;
🔬;pūwhārahi;pūtaiao|pūwhārahi|utauta
🔭;karu whakatata;karu whakatata|pūtaiao|utauta
📡;pūhihi amiorangi;amiorangi|pūhihi|rīhi
💉;ngira;mate|ngira|pota|rata|rongoā|utauta
🩸;;
💊;pire;mate|pire|rata|rongoā
🩹;;
🩼;;
🩺;;
🩻;;
🚪;kūwaha;kūwaha
🛗;;
🪞;;
🪟;;
🛏️;moenga;hōtēra|moe|moenga
🛋️;nohoanga roa me te rama;hōtēra|nohoanga roa|nohoanga roa me te rama|rama
🪑;;
🚽;heketua;heketua
🪠;;
🚿;uwhiuwhi;uwhiuwhi|wai
🛁;tāpukaukau;kaukau|tāpukaukau
🪤;;
🪒;;
🧴;;
🧷;;
🧹;;
🧺;;
🧻;;
🪣;;
🧼;;
🫧;;
🪥;;
🧽;;
🧯;;
🛒;tāiki panapana;hokohoko|kāta|tāiki panapana
🚬;hikareti;hikareti|momi hikareti
⚰️;kāwhena;kāwhena|matenga
🪦;;
⚱️;ipu tangihanga;ipu|mate|ngārehu|tangihanga
🧿;;
🪬;;
🗿;moai;kanohi|moai|moyai|whakapakoko
🪧;;
🪪;;

[symbols]
🏧;tohu ATM;atm|kaiwhitimoni|pēke|tohu ATM|whakaaunoa
🚮;tohu para roto ipu;ipu para|para|tohu para roto ipu
🚰;wai pai hei unu;inu|wai|wai pai|wai pai hei unu
♿;tohu kōrea;tohu kōrea|urunga
🚹;taiwhanga tāne;heketua|rūma whakatā|taiwhanga tāne|tāne|wharepaku
🚺;taiwhanga wāhine;heketua|rūma whakatā|taiwhanga wāhine|wahine|wharepaku
🚻;rūma whakatā;heketua|rūma whakatā|wharepaku
🚼;tohu pēpi;pēpi|tohu pēpi|whakapaipai
🚾;wharepaku;heketua|rūma whakatā|taiwhanga|wai|wharepaku
🛂;mana uruwhenua;mana|uruwhenua
🛃;tari taupare;tari taupare
🛄;kerēme pāhi;kerēme|pāhi
🛅;pāhi mahue;pāhi|pāhi mahue|raraka
⚠️;whakatūpato;whakatūpato
🚸;tamariki e whakawhiti ana;kaihīkoi|ngā waka huarahi|tamaiti|tamariki e whakawhiti ana|whakawhiti
⛔;kaua e tomo;kāo|kaua e tomo|kore|ngā waka huarahi|rāhuitia|tāuru|whakakāhore
🚫;kua whakakore;kāo|kore|kua whakakore|tomonga
🚳;kaua he pahikara;kāo|kaua he pahikara|kore|kua whakakore|pahikara|rāhuitia
🚭;kaua e kaipaipa;kaipaipa|kāo|kaua e kaipaipa|kore|kua whakakore|rāhuitia
🚯;kaua e mahi para;kāo|kaua e mahi para|kore|kua whakakore|para|rāhuitia
🚱;wai kāore e pai hei unu;kaua e unu|wai|wai kāore e pai hei unu
🚷;kaua he kaihīkoi;kaihīkoi|kāo|kaua he kaihīkoi|kore|kua whakakore|rāhuitia
📵;kaua te waea pūkoro;kāo|kaua te waea pūkoro|kore|pūkoro|rāhuitia|waea|whakakorea
🔞;kia tekau-mā-waru ake;18|kāo|kia tekau-mā-waru ake|kore|rahuitanga pakeke|rāhuitia|tamariki tonu|tekau-mā-waru|whakakorea
☢️;ira-rukeruke;ira-rukeruke|tohu
☣️;pūmate koiora;pūmate koiora|tohu
⬆️;pere ake;ahunga|matua|pere|pere ake|raki
↗️;pere ake-matau;ahunga|pere|pere ake-matau|rāwhiti-mā-raki|waenga-matua
➡️;pere matau;ahunga|matua|pere|pere matau|rāwhiti
↘️;pere iho-matau;ahunga|pere|pere iho-matau|rāwhiti-mā-tonga|waenga-matua
⬇️;pere iho;ahunga|iho|matua|pere|tonga
↙️;pere iho-mauī;ahunga|pere|pere iho-mauī|uru-mā-tonga|waenga-matua
⬅️;pere mauī;ahunga|matua|pere|pere mauī|uru
↖️;pere ake-mauī;ahunga|pere|pere ake-mauī|uru-mā-raki|waenga-matua
↕️;pere ake-iho;pere|pere ake-iho
↔️;pere mauī-matau;pere|pere mauī-matau
↩️;pere matau piko mauī;pere|pere matau piko mauī
↪️;pere mauī piko matau;pere|pere mauī piko matau
⤴️;pere matau piko ake;pere|pere matau piko ake
⤵️;pere matau piko iho;iho|pere|pere matau piko iho
🔃;pere poutū whakatekaraka;pere|pere poutū whakatekaraka|uta anō|whakatekaraka
🔄;pātene pere kōaro;kōaro|pātene pere kōaro|pere
🔙;pere HOKI;hoki|pere
🔚;pere MUTUNGA;mutunga|pere
🔛;pere KĀ!;kā|pere|pere KĀ!|tohu
🔜;pere ĀKUANEI;ākuanei|pere
🔝;pere RUNGA;ake|pere|runga
🛐;wāhi karakia;karakia|momo karakia|wāhi karakia
⚛️;tohu ngota;kaiwhakakāhore-atua|ngota|tohu ngota
🕉️;om;Hiniru|momo karakia|om
✡️;whetū o Rāwiri;Hūrae|momo karakia|Rāwiri|whetū|whetū o Rāwiri
☸️;wīra o tārama;momo karakia|Putihi|tārama|wīra|wīra o tārama
☯️;yin yang;momo karakia|tangata tao|tao|yang|yin
✝️;rīpeka ratini;karaitiana|momo karakia|rīpeka|rīpeka ratini
☦️;rīpeka tukuiho;karaitiana|momo karakia|rīpeka|rīpeka tukuiho
☪️;whetū me pewa;ihirama|momo karakia|muhurimi|whetū me pewa
☮️;tohu rongomau;rongomau|tohu rongomau
🕎;menoraha;menoraha|momo karakia|tūnga kānara|whatanga-kānara
🔯;whetū ono-pito iraira;matakite|whetū|whetū ono-pito iraira
🪯;;
♈;Aries;Aries|poutiriao|rāme
♉;Taurus;poutiriao|pūru|Taurus
♊;Gemini;Gemini|ngā māhanga|poutiriao
♋;Cancer;Cancer|pāpaka|poutiriao
♌;Leo;Leo|poutiriao|raiona
♍;Virgo;poutiriao|Virgo
♎;Libra;Libra|ōrite|poutiriao|whakawā|whārite
♏;Scorpius;kopio|kopiona|poutiriao|Scorpius
♐;Sagittarius;kaikōpere|poutiriao|Sagittarius
♑;Capricorn;Capricorn|koati|poutiriao
♒;Aquarius;Aquarius|kaikawe|poutiriao|wai
♓;Pisces;ika|Pisces|poutiriao
⛎;Ophiuchus;kaikawe|nākahi|Ophiuchus|poutiriao
🔀;pātene ranu riu;pātene ranu riu|pere|whakawhiri
🔁;pātene tukurua;pātene tukurua|pere|tukurua|whakatekaraka
🔂;pātene tukurua kotahi;pātene tukurua kotahi|pere|wā kotahi|whakatekaraka
▶️;pātene purei;matau|pātene purei|pere|purei|tapatoru
⏩;pātene tere whakamua;pātene tere whakamua|pere|taurua|tere|whakamua
⏭️;pātene riu panuku;pātene riu panuku|pere|riu panuku|tapatoru|tironga panuku
⏯️;pātene purei, taihoa rānei;matau|pātene purei|pātene purei, taihoa rānei|pere|purei|taihoa|taihoa rānei|tapatoru
◀️;pātene whakamuri;mauī|pātene whakamuri|pere|tapatoru|whakamuri
⏪;pātene tere whakamuri;pātene tere whakamuri|pere|taurua|whakahoki
⏮️;pātene riu tōmuri;pātene riu tōmuri|pere|riu tōmua|tapatoru|tironga tōmua
🔼;pātene ake;pātene|pātene ake|pere|whero
⏫;pātene tere ake;pātene tere ake|pere|taurua
🔽;pātene iho;iho|pātene|pere|whero
⏬;pātene tere iho;iho|pātene tere iho|pere|taurua
⏸️;pātene taihoa;pae|pātene taihoa|poutū|taihoa|taurua
⏹️;pātene tū;pātene tū|tapawhā|tū
⏺️;pātene tāhopu;pātene tāhopu|porohita|tāhopu
⏏️;pātene tuwha;pātene tuwha|tuwha
🎦;whare whitiāhua;pūwhakaahua|rīpene whitiāhua|whare whitiāhua|whitiāhua
🔅;pātene whakakaurehu;kanapa|kaurehu|pāpaku|pātene whakakaurehu
🔆;pātene kanapa;kanapa|kanapatanga|pātene kanapa
📶;pae pūhīhī;irirangi|pae|pūhīhī|pūkoro|waea
🛜;;
📳;aratau wiriwiri;aratau|pūkoro|waea|wiriwiri
📴;waea pūkoro weto;pūkoro|waea|weto
♀️;tohu wahine;tohu wahine|wahine
♂️;tohu tāne;tāne|tohu tāne
⚧️;;
✖️;x whakarea taumaha;whakakore|whakarea|whakareatanga|x|x whakarea taumaha
➕;tohu tāpiri taumaha;pāngarau|tāpiri|tohu tāpiri taumaha
➖;tohu tango taumaha;pāngarau|tango|tohu tango taumaha
➗;tohu whakawehe taumaha;pāngarau|tohu whakawehe taumaha|whakawehe
🟰;;
♾️;;
‼️;tohuhā taurua;tohu|tohuhā|tohuhā taurua|tohutuhi
⁉️;tohu tohuhā-pātai;pātai|tohu|tohuhā|tohuhā-pātai|tohutuhi
❓;tohu pātai;pātai|tohu|tohutuhi
❔;tohu pātai mā;pātai|tohu|tohu pātai mā|tohutuhi|whakahuahua
❕;tohuhā mā;tohu|tohuhā|tohuhā mā|tohutuhi|whakahuahua
❗;tohuhā;tohu|tohu reo|tohuhā
〰️;pīhono karekare;karekare|pīhono|tohutuhi
💱;whakawhitinga momo moni;momo moni|moni|pēke|whakawhitinga momo moni|whakawhitiwhiti
💲;tohu tāra taumaha;momo moni|moni|tāra|tohu tāra taumaha
⚕️;tohu rongoā;pou|rata|rongoā|tohu rongoā
♻️;tohu tukurua;tohu tukurua|tukurua
⚜️;putiputi rengarenga;putiputi rengarenga
🔱;tohu mārau;mārau|punga|tohu|utauta|waipuke
📛;tohu ingoa;ingoa|tohu
🔰;tohu Hapanīhi mō te tauhou;Hapanīhi|kaitīmata|kākāriki|kaokao|kōwhai|rau|tohu Hapanīhi mō te tauhou|utauta
⭕;porohita rahi taumaha;o|porohita|porohita rahi taumaha
✅;tohu taki mā taumaha;taki|tohu|tohu taki mā taumaha
☑️;pouaka pōti whai taki;pōti|pouaka|pouaka pōti whai taki|taki
✔️;tohu taki taumaha;taki|tohu|tohu taki taumaha
❌;tohu whiri;tohu|tohu whiri|whakakore|whakarea|whakareatanga|x
❎;pātene tohu whiri;pātene tohu whiri|tapawhā|tohu
➰;koromeke hūmenge;hūmenge|koromeke
➿;koromeke hūmenge taurua;hūmenge|koromeke|taurua
〽️;tohu wāhi whirihoa;tohu|tohu wāhi whirihoa|wāhi
✳️;whetūriki waru-pito;whetūriki|whetūriki waru-pito
✴️;whetū waru-pito;whetū|whetū waru-pito
❇️;korakora;korakora
©️;manatārua;manatārua
®️;rēhitatia;rēhitatia
™️;tohu hoko;tohu|tohu hoko|tohuhoko
#️⃣;uhi pātuhi: #;uhi pātuhi|uhi pātuhi: #
*️⃣;uhi pātuhi: *;uhi pātuhi|uhi pātuhi: *
0️⃣;uhi pātuhi: 0;uhi pātuhi|uhi pātuhi: 0
1️⃣;uhi pātuhi: 1;uhi pātuhi|uhi pātuhi: 1
2️⃣;uhi pātuhi: 2;uhi pātuhi|uhi pātuhi: 2
3️⃣;uhi pātuhi: 3;uhi pātuhi|uhi pātuhi: 3
4️⃣;uhi pātuhi: 4;uhi pātuhi|uhi pātuhi: 4
5️⃣;uhi pātuhi: 5;uhi pātuhi|uhi pātuhi: 5
6️⃣;uhi pātuhi: 6;uhi pātuhi|uhi pātuhi: 6
7️⃣;uhi pātuhi: 7;uhi pātuhi|uhi pātuhi: 7
8️⃣;uhi pātuhi: 8;uhi pātuhi|uhi pātuhi: 8
9️⃣;uhi pātuhi: 9;uhi pātuhi|uhi pātuhi: 9
🔟;uhi pātuhi: 10;uhi pātuhi|uhi pātuhi: 10
🔠;tāuru pūmatua ratini;ABCD|ngā pū|pūmatua|ratini|tāuru
🔡;tāuru pūriki ratini;abcd|ngā pū|pūriki|ratini|tāuru
🔢;tāuru tau;1234|ngā tau|tāuru|tāuru tau
🔣;tāuru tohu;〒♪&amp;%|tāuru|tāuru tohu
🔤;tāuru pū ratini;abc|ngā pū|ratini|tātai reta|tāuru|tāuru pū ratini
🅰️;pātene A (momo toto);a|momo toto|pātene A (momo toto)
🆎;pātene AB (momo toto);ab|momo toto|pātene AB (momo toto)
🅱️;pātene B (momo toto);b|momo toto|pātene B (momo toto)
🆑;pātene CL;cl|pātene CL
🆒;pātene RAWE;pātene RAWE|rawe
🆓;pātene KOREUTU;koreutu|pātene KOREUTU
ℹ️;mōhiohio;i|mōhiohio
🆔;pātene TT;pātene TT|tt|tuakiri
Ⓜ️;M porohitatia;m|M porohitatia|porohita
🆕;pātene HŌU;hōu|pātene HŌU
🆖;pātene NG;ng|pātene NG
🅾️;pātene O (momo toto);momo toto|o|pātene O (momo toto)
🆗;pātene ĀE;ĀE|pātene ĀE
🅿️;pātene P;pātene P|turanga waka
🆘;pātene SOS;āwhina|pātene SOS|sos
🆙;;
🆚;pātene VS;ki|ki a|pātene VS
🈁;pātene Hapanīhi &quot;i konei&quot;;&quot;i konei&quot;|Hapanīhi|katakana|pātene Hapanīhi &quot;i konei&quot;|ココ
🈂️;pātene Hapanīhi &quot;utu ratonga&quot;;&quot;utu ratonga&quot;|Hapanīhi|katakana|pātene Hapanīhi &quot;utu ratonga&quot;|サ
🈷️;pātene Hapanīhi &quot;nuinga ā-marama&quot;;&quot;nuinga ā-marama&quot;|Hapanīhi|pātene Hapanīhi &quot;nuinga ā-marama&quot;|tohuwhakairo|月
🈶;pātene Hapanīhi &quot;ehara i te koreutu&quot;;&quot;ehara i te koreutu&quot;|Hapanīhi|pātene Hapanīhi &quot;ehara i te koreutu&quot;|tohuwhakairo|有
🈯;pātene Hapanīhi &quot;rāhuitia&quot;;&quot;rāhuitia&quot;|Hapanīhi|pātene Hapanīhi &quot;rāhuitia&quot;|tohuwhakairo|指
🉐;pātene Hapanīhi &quot;utu ngāwari&quot;;&quot;utu ngāwari&quot;|Hapanīhi|pātene Hapanīhi &quot;utu ngāwari&quot;|tohuwhakairo|得
🈹;pātene Hapanīhi &quot;kua whakaheke&quot;;&quot;kua whakaheke&quot;|Hapanīhi|pātene Hapanīhi &quot;kua whakaheke&quot;|tohuwhakairo|割
🈚;pātene Hapanīhi &quot;kāore he utu&quot;;&quot;kāore he utu&quot;|Hapanīhi|pātene Hapanīhi &quot;kāore he utu&quot;|tohuwhakairo|無
🈲;pātene Hapanīhi &quot;kua whakakore&quot;;&quot;kua whakakore&quot;|Hapanīhi|pātene Hapanīhi &quot;kua whakakore&quot;|tohuwhakairo|禁
🉑;pātene Hapanīhi &quot;ka whakaaetia&quot;;&quot;ka whakaaetia&quot;|Hapanīhi|pātene Hapanīhi &quot;ka whakaaetia&quot;|tohuwhakairo|可
🈸;pātene Hapanīhi &quot;taupānga&quot;;&quot;taupānga&quot;|Hapanīhi|pātene Hapanīhi &quot;taupānga&quot;|tohuwhakairo|申
🈴;pātene Hapanīhi &quot;whiwhinga pāhi&quot;;&quot;whiwhinga pāhi&quot;|Hapanīhi|pātene Hapanīhi &quot;whiwhinga pāhi&quot;|tohuwhakairo|合
🈳;pātene Hapanīhi &quot;wāteatanga&quot;;&quot;wāteatanga&quot;|Hapanīhi|pātene Hapanīhi &quot;wāteatanga&quot;|tohuwhakairo|空
㊗️;pātene Hapanīhi &quot;tau kē&quot;;&quot;tau kē&quot;|Hapanīhi|pātene Hapanīhi &quot;tau kē&quot;|tohuwhakairo|祝
㊙️;pātene Hapanīhi &quot;pirikoko&quot;;&quot;pirikoko&quot;|Hapanīhi|pātene Hapanīhi &quot;pirikoko&quot;|tohuwhakairo|秘
🈺;pātene Hapanīhi &quot;tuwhera mō te pakihi&quot;;&quot;tuwhera mō te pakihi&quot;|Hapanīhi|pātene Hapanīhi &quot;tuwhera mō te pakihi&quot;|tohuwhakairo|営
🈵;pātene Hapanīhi &quot;kore wāteatanga&quot;;&quot;kore wāteatanga&quot;|Hapanīhi|pātene Hapanīhi &quot;kore wāteatanga&quot;|tohuwhakairo|満
🔴;porohita whero;āhuahanga|porohita|whero
🟠;;
🟡;;
🟢;;
🔵;porohita kikorangi;āhuahanga|kikorangi|porohita
🟣;;
🟤;;
⚫;porohita pango;āhuahanga|porohita|porohita pango
⚪;porohita mā;āhuahanga|porohita|porohita mā
🟥;;
🟧;;
🟨;;
🟩;;
🟦;;
🟪;;
🟫;;
⬛;tapawhā rite pango rahi;āhuahanga|tapawhā rite|tapawhā rite pango rahi
⬜;tapawhā rite mā rahi;āhuahanga|tapawhā rite|tapawhā rite mā rahi
◼️;tapawhā rite pango waenga;āhuahanga|tapawhā rite|tapawhā rite pango waenga
◻️;tapawhā rite mā waenga;āhuahanga|tapawhā rite|tapawhā rite mā waenga
◾;tapawhā rite pango waenga-iti;āhuahanga|tapawhā rite|tapawhā rite pango waenga-iti
◽;tapawhā rite mā waenga-iti;āhuahanga|tapawhā rite|tapawhā rite mā waenga-iti
▪️;tapawhā rite pango iti;āhuahanga|tapawhā rite|tapawhā rite pango iti
▫️;tapawhā rite mā iti;āhuahanga|tapawhā rite|tapawhā rite mā iti
🔶;taimana karaka rahi;āhuahanga|karaka|taimana|taimana karaka rahi
🔷;taimana kikorangi rahi;āhuahanga|kikorangi|taimana|taimana kikorangi rahi
🔸;taimana karaka iti;āhuahanga|karaka|taimana|taimana karaka iti
🔹;taimana kikorangi iti;āhuahanga|kikorangi|taimana|taimana kikorangi iti
🔺;tapatoru whero tohu ake;āhuahanga|tapatoru whero tohu ake|whero
🔻;tapatoru whero tohu iho;āhuahanga|iho|tapatoru whero tohu iho|whero
💠;taimana whai ira;āhuahanga|roto|taimana|taimana whai ira|whakakata
🔘;pātene irirangi;āhuahanga|irirangi|pātene
🔳;pātene tapawhā mā;āhuahanga|pātene|pātene tapawhā mā|tapawhā rite|whakahuahua
