# Auto-generated by emojicon.py using CLDR v48
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;ihu ọchị;ezé|ihu|mara mma|na-achị ọchị|na-amụmụ ọnụ ọchị|nke ọma|obi ụtọ|ọchị
	🖐🏽;welitere aka elu n’iji mgbasa mkpịsịaka: ọtanjele ahụ ndịna etiti;aka|ewelitere|kwụsị|mkpịsị aka|ọtanjele ahụ ndịna etiti|splayed
	🖐🏾;welitere aka elu n’iji mgbasa mkpịsịaka: ọtanjele ahụ maka òji-ndịna etiti;aka|ewelitere|kwụsị|mkpịsị aka|ọtanjele ahụ maka òji-ndịna etiti|splayed
	🖐🏿;welitere aka elu n’iji mgbasa mkpịsịaka: ọtanjele ahụ maka òji;aka|ewelitere|kwụsị|mkpịsị aka|ọtanjele ahụ maka òji|splayed
✋;aka ewèliri;5|aka|elu|ewelitere|ise|kwụsị
	✋🏻;aka ewèliri: ọtanjele ahụ maka ọcha;5|aka|elu|ewelitere|ise|kwụsị|ọtanjele ahụ maka ọcha
	✋🏼;aka ewèliri: ọtanjele ahụ maka ọcha-ndịna etiti;5|aka|elu|ewelitere|ise|kwụsị|ọtanjele ahụ maka ọcha-ndịna etiti
	✋🏽;aka ewèliri: ọtanjele ahụ ndịna etiti;5|aka|elu|ewelitere|ise|kwụsị|ọtanjele ahụ ndịna etiti
	✋🏾;aka ewèliri: ọtanjele ahụ maka òji-ndịna etiti;5|aka|elu|ewelitere|ise|kwụsị|ọtanjele ahụ maka òji-ndịna etiti
	✋🏿;aka ewèliri: ọtanjele ahụ maka òji;5|aka|elu|ewelitere|ise|kwụsị|ọtanjele ahụ maka òji
🖖;ajọọ èkèle;aka|ekele|mkpịsị aka
	🖖🏻;ajọọ èkèle: ọtanjele ahụ maka ọcha;aka|ekele|mkpịsị aka|ọtanjele ahụ maka ọcha
	🖖🏼;ajọọ èkèle: ọtanjele ahụ maka ọcha-ndịna etiti;aka|ekele|mkpịsị aka|ọtanjele ahụ maka ọcha-ndịna etiti
	🖖🏽;ajọọ èkèle: ọtanjele ahụ ndịna etiti;aka|ekele|mkpịsị aka|ọtanjele ahụ ndịna etiti
	🖖🏾;ajọọ èkèle: ọtanjele ahụ maka òji-ndịna etiti;aka|ekele|mkpịsị aka|ọtanjele ahụ maka òji-ndịna etiti
	🖖🏿;ajọọ èkèle: ọtanjele ahụ maka òji;aka|ekele|mkpịsị aka|ọtanjele ahụ maka òji
🫱;aka nri;aka|aka nri|ikwe n’aka|iru|jide|kwe n’aka
	🫱🏻;aka nri: ọtanjele ahụ maka ọcha;aka|aka nri|ikwe n’aka|iru|jide|kwe n’aka|ọtanjele ahụ maka ọcha
	🫱🏼;aka nri: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka nri|ikwe n’aka|iru|jide|kwe n’aka|ọtanjele ahụ maka ọcha-ndịna etiti
	🫱🏽;aka nri: ọtanjele ahụ ndịna etiti;aka|aka nri|ikwe n’aka|iru|jide|kwe n’aka|ọtanjele ahụ ndịna etiti
	🫱🏾;aka nri: ọtanjele ahụ maka òji-ndịna etiti;aka|aka nri|ikwe n’aka|iru|jide|kwe n’aka|ọtanjele ahụ maka òji-ndịna etiti
	🫱🏿;aka nri: ọtanjele ahụ maka òji;aka|aka nri|ikwe n’aka|iru|jide|kwe n’aka|ọtanjele ahụ maka òji
🫲;uzo aka ekpe;aka|aka ekpe|akaekpe|ikwe aka|iru|jide|kwe n’aka
	🫲🏻;uzo aka ekpe: ọtanjele ahụ maka ọcha;aka|aka ekpe|akaekpe|ikwe aka|iru|jide|kwe n’aka|ọtanjele ahụ maka ọcha
	🫲🏼;uzo aka ekpe: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka ekpe|akaekpe|ikwe aka|iru|jide|kwe n’aka|ọtanjele ahụ maka ọcha-ndịna etiti
	🫲🏽;uzo aka ekpe: ọtanjele ahụ ndịna etiti;aka|aka ekpe|akaekpe|ikwe aka|iru|jide|kwe n’aka|ọtanjele ahụ ndịna etiti
	🫲🏾;uzo aka ekpe: ọtanjele ahụ maka òji-ndịna etiti;aka|aka ekpe|akaekpe|ikwe aka|iru|jide|kwe n’aka|ọtanjele ahụ maka òji-ndịna etiti
	🫲🏿;uzo aka ekpe: ọtanjele ahụ maka òji;aka|aka ekpe|akaekpe|ikwe aka|iru|jide|kwe n’aka|ọtanjele ahụ maka òji
🫳;aka l’ara ala;aka|dobe|elu|gbadaa|gbadara|họrọ|ọbọ aka|shoo|wepu
	🫳🏻;aka l’ara ala: ọtanjele ahụ maka ọcha;aka|dobe|elu|gbadaa|gbadara|họrọ|ọbọ aka|ọtanjele ahụ maka ọcha|shoo|wepu
	🫳🏼;aka l’ara ala: ọtanjele ahụ maka ọcha-ndịna etiti;aka|dobe|elu|gbadaa|gbadara|họrọ|ọbọ aka|ọtanjele ahụ maka ọcha-ndịna etiti|shoo|wepu
	🫳🏽;aka l’ara ala: ọtanjele ahụ ndịna etiti;aka|dobe|elu|gbadaa|gbadara|họrọ|ọbọ aka|ọtanjele ahụ ndịna etiti|shoo|wepu
	🫳🏾;aka l’ara ala: ọtanjele ahụ maka òji-ndịna etiti;aka|dobe|elu|gbadaa|gbadara|họrọ|ọbọ aka|ọtanjele ahụ maka òji-ndịna etiti|shoo|wepu
	🫳🏿;aka l’ara ala: ọtanjele ahụ maka òji;aka|dobe|elu|gbadaa|gbadara|họrọ|ọbọ aka|ọtanjele ahụ maka òji|shoo|wepu
🫴;aka l’ara elu;aka|bekee|bia|ebuli|enye|gwa|jide|mara|mụ|ọbọ aka
	🫴🏻;aka l’ara elu: ọtanjele ahụ maka ọcha;aka|bekee|bia|ebuli|enye|gwa|jide|mara|mụ|ọbọ aka|ọtanjele ahụ maka ọcha
	🫴🏼;aka l’ara elu: ọtanjele ahụ maka ọcha-ndịna etiti;aka|bekee|bia|ebuli|enye|gwa|jide|mara|mụ|ọbọ aka|ọtanjele ahụ maka ọcha-ndịna etiti
	🫴🏽;aka l’ara elu: ọtanjele ahụ ndịna etiti;aka|bekee|bia|ebuli|enye|gwa|jide|mara|mụ|ọbọ aka|ọtanjele ahụ ndịna etiti
	🫴🏾;aka l’ara elu: ọtanjele ahụ maka òji-ndịna etiti;aka|bekee|bia|ebuli|enye|gwa|jide|mara|mụ|ọbọ aka|ọtanjele ahụ maka òji-ndịna etiti
	🫴🏿;aka l’ara elu: ọtanjele ahụ maka òji;aka|bekee|bia|ebuli|enye|gwa|jide|mara|mụ|ọbọ aka|ọtanjele ahụ maka òji
🫷;aka na-aga n’aka ekpe;aka|akaekpe|akantị|chere|elu|gbochi|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka
	🫷🏻;aka na-aga n’aka ekpe: ọtanjele ahụ maka ọcha;aka|akaekpe|akantị|chere|elu|gbochi|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ọtanjele ahụ maka ọcha
	🫷🏼;aka na-aga n’aka ekpe: ọtanjele ahụ maka ọcha-ndịna etiti;aka|akaekpe|akantị|chere|elu|gbochi|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ọtanjele ahụ maka ọcha-ndịna etiti
	🫷🏽;aka na-aga n’aka ekpe: ọtanjele ahụ ndịna etiti;aka|akaekpe|akantị|chere|elu|gbochi|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ọtanjele ahụ ndịna etiti
	🫷🏾;aka na-aga n’aka ekpe: ọtanjele ahụ maka òji-ndịna etiti;aka|akaekpe|akantị|chere|elu|gbochi|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ọtanjele ahụ maka òji-ndịna etiti
	🫷🏿;aka na-aga n’aka ekpe: ọtanjele ahụ maka òji;aka|akaekpe|akantị|chere|elu|gbochi|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ọtanjele ahụ maka òji
🫸;uzo aka nri na-kwaa aka;aka|aka nri|akantị|chere|elu|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ngọngọ
	🫸🏻;uzo aka nri na-kwaa aka: ọtanjele ahụ maka ọcha;aka|aka nri|akantị|chere|elu|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ngọngọ|ọtanjele ahụ maka ọcha
	🫸🏼;uzo aka nri na-kwaa aka: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka nri|akantị|chere|elu|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ngọngọ|ọtanjele ahụ maka ọcha-ndịna etiti
	🫸🏽;uzo aka nri na-kwaa aka: ọtanjele ahụ ndịna etiti;aka|aka nri|akantị|chere|elu|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ngọngọ|ọtanjele ahụ ndịna etiti
	🫸🏾;uzo aka nri na-kwaa aka: ọtanjele ahụ maka òji-ndịna etiti;aka|aka nri|akantị|chere|elu|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ngọngọ|ọtanjele ahụ maka òji-ndịna etiti
	🫸🏿;uzo aka nri na-kwaa aka: ọtanjele ahụ maka òji;aka|aka nri|akantị|chere|elu|ise|jide|jụ|kwa aka|kwusi|kwụsị|kwụsịtụ|na-akwa aka|ngọngọ|ọtanjele ahụ maka òji
👌;AKA dị mma;aka|atọ|dị egwu|doro|fosho|mara mma|nwetara|nzọ|ỌDỊMMA|oke|rad|tuo|ụtọ|ziri ezi
	👌🏻;AKA dị mma: ọtanjele ahụ maka ọcha;aka|atọ|dị egwu|doro|fosho|mara mma|nwetara|nzọ|ỌDỊMMA|oke|ọtanjele ahụ maka ọcha|rad|tuo|ụtọ|ziri ezi
	👌🏼;AKA dị mma: ọtanjele ahụ maka ọcha-ndịna etiti;aka|atọ|dị egwu|doro|fosho|mara mma|nwetara|nzọ|ỌDỊMMA|oke|ọtanjele ahụ maka ọcha-ndịna etiti|rad|tuo|ụtọ|ziri ezi
	👌🏽;AKA dị mma: ọtanjele ahụ ndịna etiti;aka|atọ|dị egwu|doro|fosho|mara mma|nwetara|nzọ|ỌDỊMMA|oke|ọtanjele ahụ ndịna etiti|rad|tuo|ụtọ|ziri ezi
	👌🏾;AKA dị mma: ọtanjele ahụ maka òji-ndịna etiti;aka|atọ|dị egwu|doro|fosho|mara mma|nwetara|nzọ|ỌDỊMMA|oke|ọtanjele ahụ maka òji-ndịna etiti|rad|tuo|ụtọ|ziri ezi
	👌🏿;AKA dị mma: ọtanjele ahụ maka òji;aka|atọ|dị egwu|doro|fosho|mara mma|nwetara|nzọ|ỌDỊMMA|oke|ọtanjele ahụ maka òji|rad|tuo|ụtọ|ziri ezi
🤌;itu mkpịsị aka;ajụjụ|aka|eh|gịnị|jide|mkparị|mkpịsị aka|mkpọchị|mmegharị ahụ|ndidi|tuo|ugh|zuru ike
	🤌🏻;itu mkpịsị aka: ọtanjele ahụ maka ọcha;ajụjụ|aka|eh|gịnị|jide|mkparị|mkpịsị aka|mkpọchị|mmegharị ahụ|ndidi|ọtanjele ahụ maka ọcha|tuo|ugh|zuru ike
	🤌🏼;itu mkpịsị aka: ọtanjele ahụ maka ọcha-ndịna etiti;ajụjụ|aka|eh|gịnị|jide|mkparị|mkpịsị aka|mkpọchị|mmegharị ahụ|ndidi|ọtanjele ahụ maka ọcha-ndịna etiti|tuo|ugh|zuru ike
	🤌🏽;itu mkpịsị aka: ọtanjele ahụ ndịna etiti;ajụjụ|aka|eh|gịnị|jide|mkparị|mkpịsị aka|mkpọchị|mmegharị ahụ|ndidi|ọtanjele ahụ ndịna etiti|tuo|ugh|zuru ike
	🤌🏾;itu mkpịsị aka: ọtanjele ahụ maka òji-ndịna etiti;ajụjụ|aka|eh|gịnị|jide|mkparị|mkpịsị aka|mkpọchị|mmegharị ahụ|ndidi|ọtanjele ahụ maka òji-ndịna etiti|tuo|ugh|zuru ike
	🤌🏿;itu mkpịsị aka: ọtanjele ahụ maka òji;ajụjụ|aka|eh|gịnị|jide|mkparị|mkpịsị aka|mkpọchị|mmegharị ahụ|ndidi|ọtanjele ahụ maka òji|tuo|ugh|zuru ike
🤏;tuo aka;aka|ego|mkpịsị aka|na-atụ|nwaobere|obere|ụdị
	🤏🏻;tuo aka: ọtanjele ahụ maka ọcha;aka|ego|mkpịsị aka|na-atụ|nwaobere|obere|ọtanjele ahụ maka ọcha|ụdị
	🤏🏼;tuo aka: ọtanjele ahụ maka ọcha-ndịna etiti;aka|ego|mkpịsị aka|na-atụ|nwaobere|obere|ọtanjele ahụ maka ọcha-ndịna etiti|ụdị
	🤏🏽;tuo aka: ọtanjele ahụ ndịna etiti;aka|ego|mkpịsị aka|na-atụ|nwaobere|obere|ọtanjele ahụ ndịna etiti|ụdị
	🤏🏾;tuo aka: ọtanjele ahụ maka òji-ndịna etiti;aka|ego|mkpịsị aka|na-atụ|nwaobere|obere|ọtanjele ahụ maka òji-ndịna etiti|ụdị
	🤏🏿;tuo aka: ọtanjele ahụ maka òji;aka|ego|mkpịsị aka|na-atụ|nwaobere|obere|ọtanjele ahụ maka òji|ụdị
✌️;aka mmeri;hand|peace|udo|v|victory
	✌🏻;aka mmeri: ọtanjele ahụ maka ọcha;hand|ọtanjele ahụ maka ọcha|peace|udo|v|victory
	✌🏼;aka mmeri: ọtanjele ahụ maka ọcha-ndịna etiti;hand|ọtanjele ahụ maka ọcha-ndịna etiti|peace|udo|v|victory
	✌🏽;aka mmeri: ọtanjele ahụ ndịna etiti;hand|ọtanjele ahụ ndịna etiti|peace|udo|v|victory
	✌🏾;aka mmeri: ọtanjele ahụ maka òji-ndịna etiti;hand|ọtanjele ahụ maka òji-ndịna etiti|peace|udo|v|victory
	✌🏿;aka mmeri: ọtanjele ahụ maka òji;hand|ọtanjele ahụ maka òji|peace|udo|v|victory
🤞;mkpịakọ mkpịsịaka gasị;aka|chioma|gafere|mkpịsị aka|obe
	🤞🏻;mkpịakọ mkpịsịaka gasị: ọtanjele ahụ maka ọcha;aka|chioma|gafere|mkpịsị aka|obe|ọtanjele ahụ maka ọcha
	🤞🏼;mkpịakọ mkpịsịaka gasị: ọtanjele ahụ maka ọcha-ndịna etiti;aka|chioma|gafere|mkpịsị aka|obe|ọtanjele ahụ maka ọcha-ndịna etiti
	🤞🏽;mkpịakọ mkpịsịaka gasị: ọtanjele ahụ ndịna etiti;aka|chioma|gafere|mkpịsị aka|obe|ọtanjele ahụ ndịna etiti
	🤞🏾;mkpịakọ mkpịsịaka gasị: ọtanjele ahụ maka òji-ndịna etiti;aka|chioma|gafere|mkpịsị aka|obe|ọtanjele ahụ maka òji-ndịna etiti
	🤞🏿;mkpịakọ mkpịsịaka gasị: ọtanjele ahụ maka òji;aka|chioma|gafere|mkpịsị aka|obe|ọtanjele ahụ maka òji
🫰;aka;&lt;3|aka|ego|gafere|gbaa|ihunanya|indeksi|isi mkpịsị aka|mkpịsị aka|obi|okeọnụ
	🫰🏻;aka: ọtanjele ahụ maka ọcha;&lt;3|aka|ego|gafere|gbaa|ihunanya|indeksi|isi mkpịsị aka|mkpịsị aka|obi|okeọnụ|ọtanjele ahụ maka ọcha
	🫰🏼;aka: ọtanjele ahụ maka ọcha-ndịna etiti;&lt;3|aka|ego|gafere|gbaa|ihunanya|indeksi|isi mkpịsị aka|mkpịsị aka|obi|okeọnụ|ọtanjele ahụ maka ọcha-ndịna etiti
	🫰🏽;aka: ọtanjele ahụ ndịna etiti;&lt;3|aka|ego|gafere|gbaa|ihunanya|indeksi|isi mkpịsị aka|mkpịsị aka|obi|okeọnụ|ọtanjele ahụ ndịna etiti
	🫰🏾;aka: ọtanjele ahụ maka òji-ndịna etiti;&lt;3|aka|ego|gafere|gbaa|ihunanya|indeksi|isi mkpịsị aka|mkpịsị aka|obi|okeọnụ|ọtanjele ahụ maka òji-ndịna etiti
	🫰🏿;aka: ọtanjele ahụ maka òji;&lt;3|aka|ego|gafere|gbaa|ihunanya|indeksi|isi mkpịsị aka|mkpịsị aka|obi|okeọnụ|ọtanjele ahụ maka òji
🤟;ogbugbu-ịhụnanya;aka|atọ|gị|hụrụ gị n’anya|ihunanya|ILY|mkpịsị aka|mmegharị ahụ
	🤟🏻;ogbugbu-ịhụnanya: ọtanjele ahụ maka ọcha;aka|atọ|gị|hụrụ gị n’anya|ihunanya|ILY|mkpịsị aka|mmegharị ahụ|ọtanjele ahụ maka ọcha
	🤟🏼;ogbugbu-ịhụnanya: ọtanjele ahụ maka ọcha-ndịna etiti;aka|atọ|gị|hụrụ gị n’anya|ihunanya|ILY|mkpịsị aka|mmegharị ahụ|ọtanjele ahụ maka ọcha-ndịna etiti
	🤟🏽;ogbugbu-ịhụnanya: ọtanjele ahụ ndịna etiti;aka|atọ|gị|hụrụ gị n’anya|ihunanya|ILY|mkpịsị aka|mmegharị ahụ|ọtanjele ahụ ndịna etiti
	🤟🏾;ogbugbu-ịhụnanya: ọtanjele ahụ maka òji-ndịna etiti;aka|atọ|gị|hụrụ gị n’anya|ihunanya|ILY|mkpịsị aka|mmegharị ahụ|ọtanjele ahụ maka òji-ndịna etiti
	🤟🏿;ogbugbu-ịhụnanya: ọtanjele ahụ maka òji;aka|atọ|gị|hụrụ gị n’anya|ihunanya|ILY|mkpịsị aka|mmegharị ahụ|ọtanjele ahụ maka òji
🤘;akara nke mpi gasị;aka|akara nke mpi gasị|mkpịsịaka|mkpịsịaka abụọ|mpi gasị
	🤘🏻;akara nke mpi gasị: ọtanjele ahụ maka ọcha;aka|akara nke mpi gasị|mkpịsịaka|mkpịsịaka abụọ|mpi gasị|ọtanjele ahụ maka ọcha
	🤘🏼;akara nke mpi gasị: ọtanjele ahụ maka ọcha-ndịna etiti;aka|akara nke mpi gasị|mkpịsịaka|mkpịsịaka abụọ|mpi gasị|ọtanjele ahụ maka ọcha-ndịna etiti
	🤘🏽;akara nke mpi gasị: ọtanjele ahụ ndịna etiti;aka|akara nke mpi gasị|mkpịsịaka|mkpịsịaka abụọ|mpi gasị|ọtanjele ahụ ndịna etiti
	🤘🏾;akara nke mpi gasị: ọtanjele ahụ maka òji-ndịna etiti;aka|akara nke mpi gasị|mkpịsịaka|mkpịsịaka abụọ|mpi gasị|ọtanjele ahụ maka òji-ndịna etiti
	🤘🏿;akara nke mpi gasị: ọtanjele ahụ maka òji;aka|akara nke mpi gasị|mkpịsịaka|mkpịsịaka abụọ|mpi gasị|ọtanjele ahụ maka òji
🤙;kpọọ mụ aka;aka|hapụ|kpọọ|kwue|m|Shaka
	🤙🏻;kpọọ mụ aka: ọtanjele ahụ maka ọcha;aka|hapụ|kpọọ|kwue|m|ọtanjele ahụ maka ọcha|Shaka
	🤙🏼;kpọọ mụ aka: ọtanjele ahụ maka ọcha-ndịna etiti;aka|hapụ|kpọọ|kwue|m|ọtanjele ahụ maka ọcha-ndịna etiti|Shaka
	🤙🏽;kpọọ mụ aka: ọtanjele ahụ ndịna etiti;aka|hapụ|kpọọ|kwue|m|ọtanjele ahụ ndịna etiti|Shaka
	🤙🏾;kpọọ mụ aka: ọtanjele ahụ maka òji-ndịna etiti;aka|hapụ|kpọọ|kwue|m|ọtanjele ahụ maka òji-ndịna etiti|Shaka
	🤙🏿;kpọọ mụ aka: ọtanjele ahụ maka òji;aka|hapụ|kpọọ|kwue|m|ọtanjele ahụ maka òji|Shaka
👈;àzụaka na-arụ aka akaèkpè;aka|aka azụ|aka ekpe|indeksi|isi|mkpịsị aka|na-atụ aka
	👈🏻;àzụaka na-arụ aka akaèkpè: ọtanjele ahụ maka ọcha;aka|aka azụ|aka ekpe|indeksi|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka ọcha
	👈🏼;àzụaka na-arụ aka akaèkpè: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka azụ|aka ekpe|indeksi|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka ọcha-ndịna etiti
	👈🏽;àzụaka na-arụ aka akaèkpè: ọtanjele ahụ ndịna etiti;aka|aka azụ|aka ekpe|indeksi|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ ndịna etiti
	👈🏾;àzụaka na-arụ aka akaèkpè: ọtanjele ahụ maka òji-ndịna etiti;aka|aka azụ|aka ekpe|indeksi|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka òji-ndịna etiti
	👈🏿;àzụaka na-arụ aka akaèkpè: ọtanjele ahụ maka òji;aka|aka azụ|aka ekpe|indeksi|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka òji
👉;àzụaka na-arụ aka akanri;aka|aka azụ|aka ekpe|aka nri|index|isi|mkpịsị aka|na-atụ aka
	👉🏻;àzụaka na-arụ aka akanri: ọtanjele ahụ maka ọcha;aka|aka azụ|aka ekpe|aka nri|index|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka ọcha
	👉🏼;àzụaka na-arụ aka akanri: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka azụ|aka ekpe|aka nri|index|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka ọcha-ndịna etiti
	👉🏽;àzụaka na-arụ aka akanri: ọtanjele ahụ ndịna etiti;aka|aka azụ|aka ekpe|aka nri|index|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ ndịna etiti
	👉🏾;àzụaka na-arụ aka akanri: ọtanjele ahụ maka òji-ndịna etiti;aka|aka azụ|aka ekpe|aka nri|index|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka òji-ndịna etiti
	👉🏿;àzụaka na-arụ aka akanri: ọtanjele ahụ maka òji;aka|aka azụ|aka ekpe|aka nri|index|isi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka òji
👆;àzụaka na-arụ aka n’elu;aka|aka azụ|elu|indeksi|isi|mkpịsị aka|na-atụ
	👆🏻;àzụaka na-arụ aka n’elu: ọtanjele ahụ maka ọcha;aka|aka azụ|elu|indeksi|isi|mkpịsị aka|na-atụ|ọtanjele ahụ maka ọcha
	👆🏼;àzụaka na-arụ aka n’elu: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka azụ|elu|indeksi|isi|mkpịsị aka|na-atụ|ọtanjele ahụ maka ọcha-ndịna etiti
	👆🏽;àzụaka na-arụ aka n’elu: ọtanjele ahụ ndịna etiti;aka|aka azụ|elu|indeksi|isi|mkpịsị aka|na-atụ|ọtanjele ahụ ndịna etiti
	👆🏾;àzụaka na-arụ aka n’elu: ọtanjele ahụ maka òji-ndịna etiti;aka|aka azụ|elu|indeksi|isi|mkpịsị aka|na-atụ|ọtanjele ahụ maka òji-ndịna etiti
	👆🏿;àzụaka na-arụ aka n’elu: ọtanjele ahụ maka òji;aka|aka azụ|elu|indeksi|isi|mkpịsị aka|na-atụ|ọtanjele ahụ maka òji
🖕;mkpịsịaka etiti;aka|mkpịsịaka|mkpịsịaka etiti
	🖕🏻;mkpịsịaka etiti: ọtanjele ahụ maka ọcha;aka|mkpịsịaka|mkpịsịaka etiti|ọtanjele ahụ maka ọcha
	🖕🏼;mkpịsịaka etiti: ọtanjele ahụ maka ọcha-ndịna etiti;aka|mkpịsịaka|mkpịsịaka etiti|ọtanjele ahụ maka ọcha-ndịna etiti
	🖕🏽;mkpịsịaka etiti: ọtanjele ahụ ndịna etiti;aka|mkpịsịaka|mkpịsịaka etiti|ọtanjele ahụ ndịna etiti
	🖕🏾;mkpịsịaka etiti: ọtanjele ahụ maka òji-ndịna etiti;aka|mkpịsịaka|mkpịsịaka etiti|ọtanjele ahụ maka òji-ndịna etiti
	🖕🏿;mkpịsịaka etiti: ọtanjele ahụ maka òji;aka|mkpịsịaka|mkpịsịaka etiti|ọtanjele ahụ maka òji
👇;àzụaka na-arụ aka n’ala;aka|aka azụ|gbadaa|indeksi|mkpịsị aka|na-atụ aka|tụọ aka
	👇🏻;àzụaka na-arụ aka n’ala: ọtanjele ahụ maka ọcha;aka|aka azụ|gbadaa|indeksi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka ọcha|tụọ aka
	👇🏼;àzụaka na-arụ aka n’ala: ọtanjele ahụ maka ọcha-ndịna etiti;aka|aka azụ|gbadaa|indeksi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka ọcha-ndịna etiti|tụọ aka
	👇🏽;àzụaka na-arụ aka n’ala: ọtanjele ahụ ndịna etiti;aka|aka azụ|gbadaa|indeksi|mkpịsị aka|na-atụ aka|ọtanjele ahụ ndịna etiti|tụọ aka
	👇🏾;àzụaka na-arụ aka n’ala: ọtanjele ahụ maka òji-ndịna etiti;aka|aka azụ|gbadaa|indeksi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka òji-ndịna etiti|tụọ aka
	👇🏿;àzụaka na-arụ aka n’ala: ọtanjele ahụ maka òji;aka|aka azụ|gbadaa|indeksi|mkpịsị aka|na-atụ aka|ọtanjele ahụ maka òji|tụọ aka
☝️;na-arụ aka n’elu;aka|elu|indeksi|mkpịsị aka|na-atụ|nke a|tụọ aka
	☝🏻;na-arụ aka n’elu: ọtanjele ahụ maka ọcha;aka|elu|indeksi|mkpịsị aka|na-atụ|nke a|ọtanjele ahụ maka ọcha|tụọ aka
	☝🏼;na-arụ aka n’elu: ọtanjele ahụ maka ọcha-ndịna etiti;aka|elu|indeksi|mkpịsị aka|na-atụ|nke a|ọtanjele ahụ maka ọcha-ndịna etiti|tụọ aka
	☝🏽;na-arụ aka n’elu: ọtanjele ahụ ndịna etiti;aka|elu|indeksi|mkpịsị aka|na-atụ|nke a|ọtanjele ahụ ndịna etiti|tụọ aka
	☝🏾;na-arụ aka n’elu: ọtanjele ahụ maka òji-ndịna etiti;aka|elu|indeksi|mkpịsị aka|na-atụ|nke a|ọtanjele ahụ maka òji-ndịna etiti|tụọ aka
	☝🏿;na-arụ aka n’elu: ọtanjele ahụ maka òji;aka|elu|indeksi|mkpịsị aka|na-atụ|nke a|ọtanjele ahụ maka òji|tụọ aka
🫵;mkpịsị aka na-atu na mmadu;agba|aka|gị|indeksi|mkpịsị aka|na|na-atụ|onye na-ekiri
	🫵🏻;mkpịsị aka na-atu na mmadu: ọtanjele ahụ maka ọcha;agba|aka|gị|indeksi|mkpịsị aka|na|na-atụ|onye na-ekiri|ọtanjele ahụ maka ọcha
	🫵🏼;mkpịsị aka na-atu na mmadu: ọtanjele ahụ maka ọcha-ndịna etiti;agba|aka|gị|indeksi|mkpịsị aka|na|na-atụ|onye na-ekiri|ọtanjele ahụ maka ọcha-ndịna etiti
	🫵🏽;mkpịsị aka na-atu na mmadu: ọtanjele ahụ ndịna etiti;agba|aka|gị|indeksi|mkpịsị aka|na|na-atụ|onye na-ekiri|ọtanjele ahụ ndịna etiti
	🫵🏾;mkpịsị aka na-atu na mmadu: ọtanjele ahụ maka òji-ndịna etiti;agba|aka|gị|indeksi|mkpịsị aka|na|na-atụ|onye na-ekiri|ọtanjele ahụ maka òji-ndịna etiti
	🫵🏿;mkpịsị aka na-atu na mmadu: ọtanjele ahụ maka òji;agba|aka|gị|indeksi|mkpịsị aka|na|na-atụ|onye na-ekiri|ọtanjele ahụ maka òji
👍;oboaka n’elu;+1|aka|dị ka|ee|elu|mkpịsị aka|mma
	👍🏻;oboaka n’elu: ọtanjele ahụ maka ọcha;+1|aka|dị ka|ee|elu|mkpịsị aka|mma|ọtanjele ahụ maka ọcha
	👍🏼;oboaka n’elu: ọtanjele ahụ maka ọcha-ndịna etiti;+1|aka|dị ka|ee|elu|mkpịsị aka|mma|ọtanjele ahụ maka ọcha-ndịna etiti
