# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;mukhang nakangiti;malaking ngiti|mukha|mukhang nakangisi|mukhang nakangiti|nakangiti|ngiti
🩳;shorts;bathing suit|damit panloob|panligo|shorts|underwear
👙;bikini;bikini|damit|kasuotan|pandagat|panlangoy|swimsuit
👚;mga damit na pambabae;damit|kasuotan|mga damit na pambabae|pambabae
🪭;de-tiklop na pamaypay;de-tiklop na pamaypay|mainit|nahihiya|pampalamig|sayaw|wagayway
👛;pitaka;coin purse|pitaka|purse
👜;handbag;bag|handbag|pambabae
👝;clutch bag;bag|clutch bag
🛍️;mga shopping bag;bag|mga shopping bag|paper bag|shopping
🎒;backpack na pang-eskwela;backpack|backpack na pang-eskwela|bag|estudyante|mag-aaral
🩴;tsinelas;pang-beach na tsinelas|sandals|tsinelas
👞;sapatos na panlalaki;kasuotan|panlalaki|sapatos|sapatos na panlalaki
👟;running shoes;kasuotan|pang-atleta|rubber shoes|running shoes|sapatos|sneakers
🥾;pang-hiking na bota;backpacking|bota|camping|hiking|pang-hiking na bota
🥿;flat na sapatos;ballet flat|flat na sapatos|slip-on|tsinelas
👠;high heels;heels|high heels|kasuotan|pambabae|sapatos
👡;pambabaeng sandals;kasuotan|pambabae|pambabaeng sandals|sandals|sandalyas|sapatos
🩰;sapatos pang-ballet;ballet|sapatos na pang-ballet|sapatos na pansayaw|sapatos pang-ballet|sayaw
👢;pambabaeng boots;boots|kasuotan|pambabae|pambabaeng boots|sapatos
🪮;pampili ng buhok;Afro|buhok|pampili ng buhok|suklay
👑;korona;hari|kasuotan|korona|reyna
👒;sumbrerong pambabae;kasuotan|pambabae|sombrero|sumbrerong pambabae
🎩;top hat;kasuotan|sombrero|top hat
🎓;graduation cap;cap|graduation|kasuotan|pagtatapos
🧢;sinisingil na sombrero;sinisingil na sombrero|sombrero ng baseball
🪖;helmet pang-militar;helmet|helmet pang-militar|mandirigma|militar|sundalo
⛑️;helmet ng rescue worker;aid|helmet ng rescue|helmet ng rescue worker|krus|rescue
📿;prayer beads;beads|kuwintas|pagdarasal|prayer beads|rosaryo
💄;lipstick;cosmetics|kolorete|lipstick|makeup
💍;singsing;diamante|diamond|engagement|pag-ibig|romance|romansa|singsing
💎;gem stone;diamante|diamond|gem|gem stone|hiyas
🔇;naka-off ang speaker;mute|naka-mute|naka-off ang speaker|silent|speaker|tahimik
🔈;speaker na mahina ang sound;speaker|speaker na mahina ang sound|volume
🔉;speaker na katamtaman ang sound;naka-medium|naka-on ang speaker|speaker|speaker na katamtaman ang sound|volume
🔊;malakas ang speaker;maingay|malakas|malakas ang speaker|speaker|volume
📢;loudspeaker;anunsyo|loudspeaker|malakas|pampublikong address
📣;megaphone;announcement|megaphone
📯;post horn;horn|post|postal
🔔;bell;bell|kuliling|timbre
🔕;bell na may slash;bawal|bell na may slash|mute|silent|slash|tahimik|timbre
🎼;musical score;iskor|kanta|musical score|musika|tugtog
🎵;notang pangmusika;kanta|musika|nota|notang pangmusika|tunog
🎶;mga notang pangmusika;kanta|mga notang pangmusika|musika|nota|tunog
🎙️;mikroponong pang-studio;kanta|mikropono|mikroponong pang-studio|musika|studio
🎚️;level slider;antas|level slider|musika|slider
🎛️;mga control knob;kontrol|mga control knob|mga knob|musika
🎤;mikropono;karaoke|mik|mikropono
🎧;headphone;earbud|earphone|headphone
📻;radyo;radyo|video
🎷;saxophone;instrumento|musika|sax|saxophone
🪗;accordion;accordion
🎸;gitara;gitara|instrumento|musika|pangtugtog
🎹;keyboard na pangmusika;instrumento|keyboard|keyboard na pangmusika|musika|piano
🎺;trumpeta;instrumento|musika|trumpeta
🎻;biyulin;biyulin|instrumento|musika
🪕;banjo;banjo|musika|stringed
🥁;drum;drum|drumsticks|musika
🪘;mahabang drum;conga|drum|mahabang drum|tunog
🪇;maracas;alogn|instrumento|kalansing|maracas|musika|rattle|tambol
🪈;plawta;fife|musika|plawta|rekorder|woodwind
📱;mobile phone;cell|mobile|phone|telepono
📲;mobile phone na may arrow;arrow|cell|mobile|mobile phone na may arrow|phone|tanggap
☎️;telepono;pangtawag|telepono
📞;receiver ng telepono;phone|receiver ng telepono|tagatanggap|telepono
📟;pager;device|pager
📠;fax machine;fax|fax machine
🔋;baterya;baterya
🪫;paubos ang baterya;paubos ang baterya
🔌;electric plug;de-kuryente|electric plug|kuryente|plug
💻;laptop computer;computer|laptop|pc|personal
🖥️;desktop computer;computer|desktop
🖨️;printer;computer|printer
⌨️;keyboard;computer|keyboard
🖱️;computer mouse;computer|computer mouse
🖲️;trackball;computer|trackball
💽;minidisc;computer|disk|minidisc|minidisk|optikal
💾;floppy disk;computer|disk|floppy
💿;optical disc;cd|computer|disk|optical disc|optikal
📀;dvd;blu-ray|computer|disk|dvd|optikal
🧮;abacus;abacus|kalkulasyon|pambilang
🎥;movie camera;camera|cinema|movie camera|palabas
🎞️;frame ng film;cinema|frame ng film|mga frame|palabas|pelikula
📽️;film projector;cinema|film projector|palabas|pelikula|projector|video
🎬;clapper board;board|clapper|palabas
📺;telebisyon;telebisyon|tv|video
📷;camera;camera|video
📸;camera na may flash;camera|camera na may flash|flash|video
📹;video camera;camera|video
📼;videotape;tape|vhs|video|videocassette|videotape
🔍;magnifying glass na nakahilig sa kaliwa;glass|kagamitan|kaliwa|magnifying|magnifying glass na nakahilig sa kaliwa|nakahilig|paghahanap
🔎;magnifying glass na nakahilig sa kanan;glass|kagamitan|kanan|magnifying|magnifying glass na nakahilig sa kanan|nakahilig|paghahanap
🕯️;kandila;ilaw|kandila
💡;bumbilya ng ilaw;bumbilya|bumbilya ng ilaw|comic|de-kuryente|ideya|ilaw
🔦;flashlight;de-kuryente|flashlight|ilaw|tool|torch
🏮;pulang paper lantern;bar|ilaw|lantern|pula|pulang papel na lantern|pulang paper lantern
🪔;lamparang diya;diya|lampara|lamparang diya|langis
📔;notebook na may disenyo ang pabalat;libro|may disenyo|notebook|notebook na may disenyo ang pabalat|pabalat
📕;nakasarang aklat;libro|nakasara|nakasarang aklat
📖;nakabukas na aklat;aklat|nakabukas|nakabukas na aklat
📗;berdeng aklat;aklat|berde|berdeng aklat
📘;asul na aklat;aklat|asul|asul na aklat
📙;orange na aklat;aklat|orange|orange na aklat
📚;mga aklat;aklat|mga aklat
📓;notebook;notebook
📒;ledger;ledger|notebook
📃;pahinang bahagyang nakarolyo;dokumento|pahina|pahina na may tupi|pahinang bahagyang nakarolyo|tupi
📜;kalatas;dokumento|kalatas
📄;pahinang nakaharap;dokumento|pahina|pahinang nakaharap
📰;dyaryo;balita|dyaryo|papel
🗞️;nakarolyong dyaryo;balita|dyaryo|nakarolyo|nakarolyong dyaryo|papel
📑;mga bookmark tab;bookmark|marker|mga bookmark tab|mga tab|palatandaan
🔖;bookmark;bookmark|palatandaan
🏷️;label;etiketa|label|tatak
💰;supot ng pera;bag|pera|supot|supot ng pera
🪙;barya;bakal|barya|ginto|kayamanan|pera|pilak
💴;yen bill;banknote|bill|note|pera|salapi|yen
💵;dollar bill;banknote|bill|dollar bill|dolyar|pera|salapi
💶;euro bill;banknote|bill|euro|note|pera|salapi
💷;pound bill;banknote|bill|note|pera|pound|salapi
💸;perang may pakpak;banknote|bill|lipad|pakpak|pera|perang may pakpak
💳;credit card;card|credit|pera|utang
🧾;resibo;accounting|bookkeeping|katibayan|patunay|resibo
💹;pataas na chart na may yen;graph|paglago|pagtaas|pataas na chart na may yen|pera|tsart|yen
✉️;sobre;email|sobre|sulat
📧;e-mail;e-mail|email|koreo|sulat
📨;papasok na sobre;e-mail|email|papasok|papasok na sobre|sobre|sulat|tumanggap
📩;sobreng may arrow;arrow|e-mail|email|papalabas|sobre|sobreng may arrow
📤;outbox tray;box|koreo|napadala|outbox|sulat|tray
📥;inbox tray;inbox|kahon|koreo|sulat|tray|tumanggap
📦;package;kahon|package|parsela
📫;nakasarang mailbox na may nakataas na flag;hulugan|koreo|mailbox|nakasara|nakasarang mailbox na may nakataas na flag|nakataas na flag|sulat
📪;nakasarang mailbox na may nakababang flag;hulugan ng sulat|koreo|mailbox|nakababa|nakababang flag|nakasara|nakasarang mailbox na may nakababang flag
📬;nakabukas na mailbox na may nakataas na flag;flag|hulugan ng sulat|koreo|mailbox|nakabukas|nakabukas na mailbox na may nakataas na flag|nakataas
📭;nakabukas na mailbox na may nakababang flag;flag|hulugan ng sulat|koreo|mailbox|nakababa|nakabukas|nakabukas na mailbox na may nakababang flag
📮;hulugan ng sulat;hulugan ng sulat|koreo|mailbox
🗳️;ballot box na may balota;ballot box na may balota|balota|box|kahon
✏️;lapis;lapis|panulat|pencil
✒️;itim na nib;itim|itim na nib|nib|panulat|pen
🖋️;fountain pen;fountain|panulat|pen
🖊️;ball pen;ball|ballpoint|panulat|pen
🖌️;paintbrush;brush|paintbrush|pangpinta
🖍️;krayola;krayola|pangkulay
📝;memo;lapis|memo|panulat|tala
💼;briefcase;attache case|briefcase
📁;file folder;dokumento|file|folder
📂;nakabukas na file folder;file|folder|nakabukas|nakabukas na file folder
🗂️;mga divider ng card index;card|divider|index|mga divider ng card index
📅;kalendaryo;kalendaryo|petsa
📆;pinipilas na kalendaryo;kalendaryo|petsa|pinipilas na kalendaryo|pinunit
🗒️;spiral notepad;notepad|spiral notepad|sulatan
🗓️;spiral na kalendaryo;kalendaryo|spiral na kalendaryo|sulatan
📇;card index;card|index|rolodex
📈;tumataas na chart;graph|paglago|pataas|tsart|tumataas na chart|uso
📉;bumababang chart;bumababang chart|graph|pababa|tsart|uso
📊;bar chart;bar|bar chart|graph|tsart
📋;clipboard;clipboard
📌;pushpin;aspile|pin|pushpin
📍;bilog na pushpin;aspile|bilog|bilog na pushpin|pin|pushpin
📎;paperclip;clip|pang-ipit|papel|paperclip
🖇️;magkakawing na paperclip;clips|magkakawing na paperclip|naka-link|paperclip
📏;tuwid na ruler;ruler|tuwid|tuwid na ruler
📐;tatsulok na ruler;ruler|tatsulok|tatsulok na ruler
✂️;gunting;gunting|kagamitan|panggupit
🗃️;kahon ng cardfile;card|file|kahon|kahon ng cardfile|paglalagyan
🗄️;file cabinet;cabinet|file
🗑️;basurahan;basura|basurahan
🔒;kandado;kandado|naka-lock|nakasara|sarado
🔓;nakabukas na kandado;hindi naka-lock|kandado|nakabukas|nakabukas na kandado
🔏;kandado na may panulat;kandado|kandado na may panulat|naka-lock|panulat|pen|pribado|sarado
🔐;nakasarang kandado na may susi;kandado|ligtas|naka-lock|nakasara|nakasarang kandado na may susi|sarado|susi
🔑;susi;naka-lock|password|susi
🗝️;lumang susi;lumang susi|naka-encrypt|naka-lock|susi
🔨;martilyo;kagamitan|martilyo
🪓;palakol;biyakin|kahoy|maliit na palakol|palakol|pamputol|pansibak
⛏️;piko;kagamitan|pagmimina|piko
⚒️;martilyo at piko;kagamitan|martilyo|martilyo at piko|piko
🛠️;martilyo at liyabe;kagamitan|lyabe|martilyo|martilyo at liyabe
🗡️;patalim;armas|patalim|sandata
⚔️;magkakrus na espada;armas|espada|magkakrus|magkakrus na espada|sandata
💣;bomba;armas|bomba|komiks|pampasabog|sandata
🪃;boomerang;australia|boomerang|rebound|repercussion
🏹;pana;arkero|palaso|pana|sagittarius|zodiac
🛡️;kalasag;kalasag|panangga|sandata
🪚;lagari;gamit|kahoy|karpintero|lagari
🔧;liyabe;kagamitan|liyabe|lyabe
🪛;screwdriver;gamit|screwdriver|tornilyo
🔩;nut at bolt;bolt|kagamitan|nut|nut at bolt
⚙️;gear;gear|kagamitan|kogwil|makinarya
🗜️;compression;compression|gato|i-compress|kagamitan|salansan
⚖️;timbangan;balanse|hustisya|libra|timbangan|zodiac
🦯;baston;baston|bulag|pagiging naa-access
🔗;kawing;kadena|kawing
⛓️‍💥;;
⛓️;kadena;kadena
🪝;kawit;huli|kawit|selling point
🧰;kahon ng kagamitan;kaban|kagamitan|kahon ng kagamitan|mekaniko
🧲;magneto;atraksyon|horseshoe|magnetic|magneto
🪜;hagdan;akyat|hagdan|hakbang
⚗️;alembic;alembic|kagamitan|kimika
🧪;test tube;chemist|chemistry|eksperimento|kemikal|laboratoryo|siyensya|test tube
🧫;petri dish;bakterya|biologist|biology|culture|laboratoryo|mikrobyo|petri dish
🧬;dna;biologist|buhay|dna|ebolusyon|gene|genetics
🔬;microscope;kagamitan|microscope|mikroskopyo|siyensiya
🔭;telescope;kagamitan|siyensiya|telescope|teleskopyo
📡;satellite antenna;antenna|dish|satellite
💉;hiringgilya;gamot|hiringgilya|karayom|sakit|shot
🩸;patak ng dugo;donasyon ng dugo|gamot|patak ng dugo|regla|sugat
💊;pill;doktor|gamot|pill|sakit
🩹;adhesive na bandaid;adhesive na bandaid|bandaid
🩼;saklay;saklay
🩺;stethoscope;doktor|medisina|puso|stethoscope
🩻;x-ray;x-ray
🚪;pinto;pinto|pintuan
🛗;elevator;elevator|pagiging naa-access
🪞;salamin;reflector|repleksyon|salamin
🪟;bintana;bintana|bukasan|frame|sariwang hangin|view
🛏️;higaan;higaan|hotel|tulog
🛋️;sofa at ilaw;hotel|ilaw|sofa|sofa at ilaw|upuan
🪑;silya;silya|umupo|upuan
🚽;inodoro;banyo|cr|inodoro|palikuran
🪠;plunger;kubeta|plunger
🚿;shower;ligo|shower|tubig
🛁;bathtub;bathtub|ligo|tubig
🪤;panghuli ng daga;daga|panghuli|panghuli ng daga|trap
🪒;razor;matalas|pang-ahit|razor
🧴;bote ng losyon;bote ng losyon|bote ng lotion|lotion|moisturizer|shampoo|sunscreen
🧷;perdible;diaper|perdible|punk rock
🧹;walis;bruha|maglinis|magwalis|walis
🧺;basket;basket|paglalaba|pagsasaka|picnic
🧻;rolyo ng tisyu;pangbanyo|papel|rolyo ng tisyu|tisyu
🪣;timba;balde|timba
🧼;sabon;bareta|habonera|pangligo|panglinis|sabon
🫧;bula;bula|dighay|ilalim ng tubig|malinis|sabon
🪥;sipilyo;banyo|kalinisan|malinis|ngipin|sipilyo
🧽;espongha;espongha|panglinis|porous|sumipsip
🧯;pamatay apoy;apoy|fire extinguisher|pamatay apoy|pamuksa|pansugpo
🛒;shopping cart;cart|pamimili|shopping|trolley
🚬;sigarilyo;naninigarilyo|sigarilyo|usok
⚰️;kabaong;himlayan|kabaong|kamatayan
🪦;lapida;lapida|libingan|sementeryo
⚱️;sisidlan ng abo;abo|kamatayan|sisidlan|sisidlan ng abo
🧿;nazar amulet;agimat|anting-anting|charm|nazar|nazar amulet|talisman
🪬;hamsa;hamsa
🗿;moai;bantayog|moai|mukha|rebulto
🪧;karatula;demonstrasyon|karatula|protesta|welga
🪪;;

[symbols]
🏧;tanda ng ATM;ATM|automated|bangko|karatula|tanda ng ATM|teller
🚮;tanda na magtapon sa basurahan;basura|basurahan|magtapon|palatandaan|tanda na magtapon sa basurahan
🚰;naiinom na tubig;inumin|naiinom|naiinom na tubig|tubig
♿;wheelchair;kapansanan|magagamit|wheelchair
🚹;banyong panlalaki;banyo|banyong panlalaki|cr|lalaki|panlalaki
🚺;banyong pambabae;babae|banyo|banyong pambabae|cr|pambabae
🚻;banyo;banyo|cr|palikuran
🚼;pansanggol;palitan|pansanggol|simbolo
🚾;comfort room;aparador|banyo|comfort room|kubeta|palikuran|tubig
🛂;passport control;kontrol|pasaporte|passport control
🛃;customs;customs
🛄;kuhanan ng bagahe;bagahe|kuhanan|kuhanan ng bagahe|maleta
🛅;naiwang bagahe;bagahe|locker|maleta|naiwan|naiwang bagahe
⚠️;babala;babala
🚸;may mga batang tumatawid;babala|bata|may mga batang tumatawid|pedestrian|trapiko|tumatawid
⛔;hindi pwedeng pumasok;bawal|hindi pwedeng pumasok|huwag|ipinagbabawal|pagpasok|trapiko
🚫;bawal;bawal|huwag|ipinagbabawal
🚳;bawal ang mga bisikleta;bawal ang mga bisikleta|bisikleta|huwag|ipinagbabawal|wala
🚭;bawal manigarilyo;bawal|huwag|ipinagbabawal|manigarilyo|sigarilyo
🚯;bawal magkalat;basura|bawal|huwag|ipinagbabawal|kalat|magkalat
🚱;hindi pwedeng inumin;bawal|hindi pwedeng inumin|huwag|inumin|ipinagbabawal|tubig
🚷;bawal tumawid;bawal|huwag|ipinagbabawal|pedestrian|tumawid
📵;bawal ang mga mobile phone;bawal ang mga mobile phone|cell|huwag|ipinagbabawal|mobile|phone|telepono
🔞;bawal ang hindi pa disiotso;18|bawal ang hindi pa disiotso|bawal ang wala pang labingwalong taon|ipinagbabawal|labingwalo|menor de edad|paghihigpit sa edad
☢️;radioactive;radioactive|simbolo
☣️;biohazard;biohazard|simbolo
⬆️;pataas na arrow;arrow|cardinal|direksyon|hilaga|pataas na arrow
↗️;pataas na pakanan na arrow;arrow|direksyon|hilagang-silangan|intercardinal|pakanan|pataas|pataas na pakanan na arrow
➡️;pakanang arrow;arrow|cardinal|direksyon|pakanan|pakanang arrow|silangan
↘️;pababang pakanan na arrow;arrow|direksyon|intercardinal|pababang pakanan|pababang pakanan na arrow|timog-silangan
⬇️;pababang arrow;arrow|cardinal|direksyon|pababa|pababang arrow|timog
↙️;pababang pakaliwang arrow;arrow|direksyon|intercardinal|pababa|pababang pakaliwang arrow|pakaliwa|timog-kanluran
⬅️;pakaliwang arrow;arrow|cardinal|direksyon|kanluran|pakaliwa|pakaliwang arrow
↖️;pataas na pakaliwang arrow;arrow|direksyon|hilagang-kanluran|intercardinal|pakaliwang|pataas|pataas na pakaliwang arrow
↕️;pataas-pababang arrow;arrow|pababa|pataas|pataas-pababang arrow
↔️;pakaliwa-pakanang arrow;arrow|pakaliwa|pakaliwa-pakanang arrow|pakanan
↩️;pakanang arrow na kumurba pakaliwa;arrow|direksyon|kurba|pakaliwa|pakanan|pakanang arrow na kumurba pakaliwa
↪️;pakaliwang arrow na kumurba pakanan;arrow|direksyon|kurba|pakaliwa|pakaliwang arrow na kumurba pakanan
⤴️;pakanang arrow na kumurba pataas;arrow|direksyon|kurba|pakaliwa|pakanang arrow na kumurba pataas|pataas
⤵️;pakanang arrow na kumurba pababa;arrow|direksyon|kurba|pababa|pakanan|pakanang arrow na kumurba pababa
🔃;mga clockwise na patayong arrow;arrow|clockwise|mga clockwise na patayong arrow|patayo
🔄;mga counterclockwise na arrow;anticlockwise|arrow|button|counterclockwise|mga counterclockwise na arrow|withershins
🔙;back arrow;arrow|back arrow|PABALIK
🔚;end arrow;arrow|DULO|end arrow|katapusan
🔛;on! arrow;arrow|naka-on|ON!
🔜;soon arrow;arrow|malapit na|SOON
🔝;top arrow;arrow|IBABAW|itaas|top arrow|tuktok
🛐;sambahan;pagsamba|relihiyon|sambahan|simbahan
⚛️;atom;agham|atom|siyensya
🕉️;om;Hindu|india|om|relihiyon
✡️;star of david;bituin|David|Hudyo|Jew|Jewish|relihiyon|star of david
☸️;gulong ng dharma;Buddhist|dharma|gulong|gulong ng dharma|relihiyon
☯️;yin yang;pilosopiya|relihiyon|Tsina|yang|yin
✝️;latin na krus;Kristiyanismo|krus|Latin|latin na krus|relihiyon
☦️;orthodox na krus;Kristiyanismo|krus|Orthodox|orthodox na krus|relihiyon
☪️;star and crescent;bituin|buwan|crescent|Islam|muslim|relihiyon|star and crescent
☮️;simbolo ng kapayapaan;kapayapaan|katahimikan|simbolo|simbolo ng kapayapaan
🕎;menorah;Hudyo|Judaism|Judaismo|kandelabra|menorah|relihiyon
🔯;six-pointed star na may tuldok;bituin|David|Hudyo|Judaism|relihiyon|six-pointed star na may tuldok|tuldok
🪯;khanda;khanda|relihiyon|Sikh
♈;Aries;Aries|ram|zodiac
♉;Taurus;Taurus|toro|zodiac
♊;Gemini;Gemini|kambal|zodiac
♋;Cancer;alimango|Cancer|zodiac
♌;Leo;Leo|leon|zodiac
♍;Virgo;Virgo|zodiac
♎;Libra;balanse|hustisya|Libra|timbangan|zodiac
♏;Scorpio;alakdan|Scorpio|scorpion|scorpius|zodiac
♐;Sagittarius;archer|pana|Sagittarius|zodiac
♑;Capricorn;Capricorn|kambing|zodiac
♒;Aquarius;Aquarius|tubig|zodiac
♓;Pisces;isda|Pisces|zodiac
⛎;Ophiuchus;ahas|Ophiuchus|serpiyente|zodiac
🔀;button na i-shuffle ang mga track;arrow|button na i-shuffle ang mga track|nagkrus|pindutan|shuffle|tracks
🔁;button na ulitin;arrow|button na ulitin|clockwise|pag-ulit|pindutan|ulitin
🔂;button na ulitin ang track;arrow|button na ulitin ang track|clockwise|pag-play|pag-ulit|pindutan|track
▶️;button na i-play;arrow|button na i-play|kanan|pag-play|pindutan|tatsulok
⏩;button na i-fast forward;arrow|button na i-fast forward|doble|fast|pag-forward|pindutan
⏭️;button na susunod na track;arrow|button na susunod na track|eksena|pindutan|susunod|tatsulok|track
⏯️;button na i-play o i-pause;arrow|button na i-play o i-pause|i-pause|i-play|kanan|pindutan|tatsulok
◀️;button na i-reverse;arrow|button na i-reverse|i-reverse|i-rewind|kaliwa|pindutan|tatsulok
⏪;button na i-fast reverse;arrow|button na i-fast reverse|doble|i-fast reverse|i-rewind|pindutan
⏮️;button na huling track;arrow|button na huling track|huling eksena|nakaraan|pindutan|tatsulok|track
🔼;button na itaas;arrow|button na itaas|pataas|pindutan|tatsulok
⏫;button na i-fast up;arrow|button na i-fast up|doble|pabilis|pataas|pindutan
🔽;button na ibaba;arrow|button na ibaba|ibaba|pababa|pindutan|pula
⏬;button na i-fast down;arrow|button na i-fast down|doble|ibaba|pahinaan|pindutan
⏸️;button na i-pause;bar|button na i-pause|doble|patayo|pause|pindutan
⏹️;button na itigil;button na itigil|hinto|itigil|parisukat
⏺️;button na i-record;bilog|button na i-record|pindutan|rekord
⏏️;button na i-eject;button na i-eject|eject|pindutan
🎦;sinehan;kamera|palabas|pelikula|sinehan
🔅;button na diliman;button na diliman|mababa|madilim|maliwanag|pindutan
🔆;button na liwanagan;button na liwanagan|maliwanag|pindutan
📶;mga antenna bar;antenna|bar|cell|mga antenna bar|mobile|signal|telepono
🛜;wireless;computer|internet|network|wireless
📳;vibration mode;cell|mobile|naka-vibrate|telepono|vibration mode
📴;i-off ang mobile phone;cell|i-off ang mobile phone|mobile|naka-off|telepono
♀️;simbolo ng babae;babae|simbolo|simbolo ng babae
♂️;simbolo ng lalaki;Ginoo|lalaki|simbolo|simbolo ng lalaki
⚧️;simbolo ng transgender;simbolo ng transgender|transgender
✖️;multiply;×|kansela|malaking multiplication x|multiplication|multiply|sign|x
➕;plus;+|matematika|plus|sign
➖;minus;-|−|matematika|minus|sign
➗;divide;÷|divide|division|matematika|sign
🟰;madiin na equals sign;madiin na equals sign
♾️;infinity;forever|infinity|panghabang buhay|walang katapusan
‼️;dobleng tandang padamdam;!|!!|bangbang|dobleng tandang padamdam|marka|padamdam
⁉️;tandang padamdam at pananong;bantas|interrobang|marka|padamdam|tandang padamdam at pananong|tanong
❓;pulang tandang pananong;bantas|marka|pananda|pananong|pulang tandang pananong|tanda|tandang pananong|tanong
❔;puting tandang pananong;?|bantas|marka|naka-outline|puting tandang pananong|tanong
❕;puting tandang padamdam;bantas|padamdam|pananda|puti|puting tandang padamdam
❗;tandang padamdam;bantas|padamdam|pananda|tanda|tandang padamdam
〰️;maalon na gitling;bantas|gitling|maalon|maalon na gitling
💱;palitan ng pera;bangko|palitan|palitan ng pera|pera|salapi
💲;malaking dollar sign;dolyar|malaking dollar sign|malaking palatandaan|pera|salapi
⚕️;simbolong pang-medikal;aesculapius|gamot|medisina|simbolo|simbolong pang-medikal|staff
♻️;simbolo ng pag-recycle;recycle|simbolo|simbolo ng pag-recycle
⚜️;flordelis;fleur-de-lis|flordelis
🔱;trident emblem;anchor|angkla|emblem|sibat|trident
📛;badge ng pangalan;badge|badge ng pangalan|pangalan
🔰;japanese na simbolo para sa baguhan;baguhan|berde|dahon|dilaw|Hapones|japanese na simbolo para sa baguhan|simbolo
⭕;malaking bilog;bilog|makapal|malaki|malaking bilog|o
✅;puting tsek;makapal|marka|putik|puting tsek|tsek
☑️;balotang may tsek;balota|balotang may tsek|kahon|tsek
✔️;malaking tsek;makapal|malaking tsek|marka|tsek
❌;ekis;ekis|kansela|marka|multiplication|multiply|x
❎;button na ekis;button na ekis|ekis|marka|parisukat
➰;curly loop;curly loop|kulot|silo
➿;dobleng curly loop;doble|dobleng curly loop|kulot|silo
〽️;part alternation mark;bahagi|marka|pag-alternate|part alternation mark
✳️;asterisk na may walong sulok;asterisk|asterisk na may walong sulok|sulok|walo
✴️;bituin na may walong sulok;bituin|bituin na may walong sulok|matulis|sulok|walo
❇️;kinang;kinang|kislap
©️;karapatang magpalathala;karapatan|karapatang magpalathala|magpalathala|pag-aari
®️;rehistrado;legal|rehistrado
™️;trade mark;mark|marka|tm|trade|trademark
#️⃣;;
*️⃣;;
0️⃣;;
1️⃣;;
2️⃣;;
3️⃣;;
4️⃣;;
5️⃣;;
6️⃣;;
7️⃣;;
8️⃣;;
9️⃣;;
🔟;;
🔠;input na latin na uppercase;ABCD|ilagay|input na latin na uppercase|latin|malalaki|titik|uppercase
🔡;input na latin na lowercase;abcd|ilagay|input na latin na lowercase|latin|lowercase|maliliit|titik
🔢;input na mga numero;1234|ilagay|input na mga numero|numero
🔣;input na mga simbolo;〒♪&amp;%|ilagay|input na mga simbolo|simbolo
🔤;input na mga latin na titik;abakada|abc|alpabeto|ilagay|input na mga latin na titik|latin|titik
🅰️;button na A;a|button na A|dugo|pindutan|uri
🆎;button na AB;AB|button na AB|dugo|pindutan|uri
🅱️;button na B;B|button na B|dugo|pindutan|uri
🆑;button na CL;button na CL|CL|pindutan
🆒;button na COOL;button na COOL|COOL|pindutan
🆓;button na FREE;button na FREE|LIBRE|pindutan
ℹ️;pinagmulan ng impormasyon;i|impormasyon|pinagmulan ng impormasyon
🆔;button na ID;button na ID|ID|pagkakakilanlan|pindutan
Ⓜ️;binilugang M;bilog|binilugan|binilugang M|M
🆕;button na NEW;BAGO|button na NEW|pindutan
🆖;button na NG;button na NG|NG|pindutan
🅾️;button na O;button na O|dugo|O|pindutan|uri
🆗;button na OK;button na OK|OK|pindutan
🅿️;button na P;button na P|P|paradahan|parking|pindutan
🆘;button na SOS;button na SOS|pindutan|SOS|tulong
🆙;button na UP!;button na UP!|marka|pindutan|UP!
🆚;button na VS;button na VS|pindutan|versus|VS
🈁;Hapones na button para sa salitang &quot;dito&quot;;“dito”|Hapones|Hapones na button para sa salitang &quot;dito&quot;|katakana|nakaparisukat na katakana na koko|pindutan
🈂️;Hapones na button para sa salitang &quot;service charge&quot;;Hapones|Hapones na button para sa salitang &quot;service charge&quot;|katakana|nakaparisukat na katakana na sa|pindutan|serbisyo|singil
🈷️;Hapones na button para sa salitang &quot;monthly amount&quot;;buwanan|halaga|Hapones|Hapones na button para sa salitang &quot;monthly amount&quot;|ideograpya|nakaparisukat na ideograph ng buwan|pindutan
🈶;Hapones na button na nagsasabing &quot;hindi ito libre&quot;;Hapones|Hapones na button na nagsasabing &quot;hindi ito libre&quot;|ideograpya|libre|nakaparisukat na ideograph ng pag-iral|pindutan|singil
🈯;Hapopnes na button para sa salitang &quot;nakareserba&quot;;Hapones|Hapones na button para sa salitang &quot;nakareserba&quot;|Hapopnes na button para sa salitang &quot;nakareserba&quot;|ideograpya|naka-reserve|nakaparisukat na ideograph ng daliri|pindutan
🉐;Hapones na button para sa salitang &quot;bargain&quot;;baratilyo|Hapones|Hapones na button para sa salitang &quot;bargain&quot;|ideograpya|nakabilog na ideograph ng kalamangan|pindutan
🈹;Hapones na button para sa salitang &quot;diskuwento&quot;;diskwento|Hapones|Hapones na button para sa salitang &quot;diskuwento&quot;|ideograpya|nakaparisukat na ideograph ng paghati|pindutan
