[smileys_emotion]
😀;aodann le gàire;aodann|aodann le gàire|fiamh-ghàire|gàire
👨‍👩‍👧‍👧;teaghlach: duine, boireannach, caileag ’s caileag;boireannach|caileag|duine|teaghlach|teaghlach: duine, boireannach, caileag ’s caileag
👨‍👨‍👦;teaghlach: duine, duine ’s gille;duine|gille|teaghlach|teaghlach: duine, duine ’s gille
👨‍👨‍👧;teaghlach: duine, duine ’s caileag;caileag|duine|teaghlach|teaghlach: duine, duine ’s caileag
👨‍👨‍👧‍👦;teaghlach: duine, duine, caileag ’s gille;caileag|duine|gille|teaghlach|teaghlach: duine, duine, caileag ’s gille
👨‍👨‍👦‍👦;teaghlach: duine, duine, gille ’s gille;duine|gille|teaghlach|teaghlach: duine, duine, gille ’s gille
👨‍👨‍👧‍👧;teaghlach: duine, duine, caileag ’s caileag;caileag|duine|teaghlach|teaghlach: duine, duine, caileag ’s caileag
👩‍👩‍👦;teaghlach: boireannach, boireannach ’s gille;boireannach|gille|teaghlach|teaghlach: boireannach, boireannach ’s gille
👩‍👩‍👧;teaghlach: boireannach, boireannach ’s caileag;boireannach|caileag|teaghlach|teaghlach: boireannach, boireannach ’s caileag
👩‍👩‍👧‍👦;teaghlach: boireannach, boireannach, caileag ’s gille;boireannach|caileag|gille|teaghlach|teaghlach: boireannach, boireannach, caileag ’s gille
👩‍👩‍👦‍👦;teaghlach: boireannach, boireannach, gille ’s gille;boireannach|gille|teaghlach|teaghlach: boireannach, boireannach, gille ’s gille
👩‍👩‍👧‍👧;teaghlach: boireannach, boireannach, caileag ’s caileag;boireannach|caileag|teaghlach|teaghlach: boireannach, boireannach, caileag ’s caileag
👨‍👦;teaghlach: duine ’s gille;duine|gille|teaghlach|teaghlach: duine ’s gille
👨‍👦‍👦;teaghlach: duine, gille ’s gille;duine|gille|teaghlach|teaghlach: duine, gille ’s gille
👨‍👧;teaghlach: duine ’s caileag;caileag|duine|teaghlach|teaghlach: duine ’s caileag
👨‍👧‍👦;teaghlach: duine, caileag ’s gille;caileag|duine|gille|teaghlach|teaghlach: duine, caileag ’s gille
👨‍👧‍👧;teaghlach: duine, caileag ’s caileag;caileag|duine|teaghlach|teaghlach: duine, caileag ’s caileag
👩‍👦;teaghlach: boireannach ’s gille;boireannach|gille|teaghlach|teaghlach: boireannach ’s gille
👩‍👦‍👦;teaghlach: boireannach, gille ’s gille;boireannach|gille|teaghlach|teaghlach: boireannach, gille ’s gille
👩‍👧;teaghlach: boireannach ’s caileag;boireannach|caileag|teaghlach|teaghlach: boireannach ’s caileag
👩‍👧‍👦;teaghlach: boireannach, caileag ’s gille;boireannach|caileag|gille|teaghlach|teaghlach: boireannach, caileag ’s gille
👩‍👧‍👧;teaghlach: boireannach, caileag ’s caileag;boireannach|caileag|teaghlach|teaghlach: boireannach, caileag ’s caileag
🗣️;ceann a’ bruidhinn;aodann|ceann|ceann a’ bruidhinn|sgàil-dhealbh bruidhinn|sgàil-riochd|silhouette
👤;sgàil-riochd de chom;com|sgàil-dhealbh|sgàil-riochd|sgàil-riochd de chom|silhouette|silhouette de chom
👥;sgàil-riochd de chuim;com|sgàil-dhealbh|sgàil-riochd|sgàil-riochd de chuim|silhouette|silhouette de chuim
🫂;caidreabh;caidir|caidreabh|dealachadh|fàilte|soraidh slàn|taing
👪;teaghlach;teaghlach
🧑‍🧑‍🧒;teaghlach: inbheach, inbheach, duine-cloinne;clann|duine-cloinne|inbheach|pàiste|teaghlach|teaghlach: inbheach|teaghlach: inbheach, inbheach, duine-cloinne
🧑‍🧑‍🧒‍🧒;teaghlach: inbheach, inbheach, duine-cloinne, duine-cloinne;clann|duine-cloinne|inbheach|pàiste|teaghlach|teaghlach: inbheach|teaghlach: inbheach, inbheach, duine-cloinne, duine-cloinne
🧑‍🧒;teaghlach: inbheach, duine-cloinne;clann|duine-cloinne|inbheach|pàiste|teaghlach|teaghlach: inbheach|teaghlach: inbheach, duine-cloinne
🧑‍🧒‍🧒;teaghlach: inbheach, duine-cloinne, duine-cloinne;clann|duine-cloinne|inbheach|pàiste|teaghlach|teaghlach: inbheach|teaghlach: inbheach, duine-cloinne, duine-cloinne
👣;lorgan coise;aodach|lorg|lorg coise|lorgan coise

[animals_nature]
🐵;aodann muncaidh;aodann|muncaidh
🐒;muncaidh;muncaidh
🦍;goiriola;goiriola|muncaidh
🦧;orangutan;apa|muncaidh|orangutan
🐶;aodainn coin;aodainn coin|aodann|cù|peata
🐕;cù;cù|peata
🦮;cù-iùil;cù|cù-iùil|dall|doille|iùl|so-ruigsinneachd|stiùireadh|treòir|treòiriche|treòrachadh
🐕‍🦺;cù-taice;cù|cù-taice|seirbheis|so-ruigsinneachd|taic
🐩;poodle;cù|poodle
🐺;madadh-allaidh;aodann|madadh-allaidh
🦊;madadh-ruadh;aodann|madadh-ruadh|sionnach
🦝;mathan-nighe;annas|feòrachail|mathan-nighe|seòlta|slìogach|sròn
🐱;aodann cait;aodann|aodann cait|cat|peata
🐈;cat;cat|peata
🐈‍⬛;cat dubh;cat|droch-fhortan|dubh|mì-àgh|mì-shealbh
🦁;leòmhann;aodann|grian-chriosach|leo|leòmhann
🐯;aodann tìgeir;aodann|aodann tìgeir|tìgear
🐅;tìgear;tìgear
🐆;liopard;liopard
🐴;aodann eich;aodann|aodann eich|each
🫎;lon;ainmhidh|beathach|beòthach|cabar|cabrach|lon|mamal|ùthach
🫏;asal;aiseal|asal|dùr|leth-asal|mamal|maoileann|muileid|ùthach
🐎;each;each|each rèisidh|marcachd|rèis
🦄;aon-adharcach;aodann|aon-adharcach
🦓;sìobra;sìobra|stiall|stiallach|stiallan
🦌;fiadh;fiadh
🦬;buabhall;bìoson|buabhall|bufalair|tarbh-allaidh|treud
🐮;aodann bà;aodann|aodann bà|bò|crodh|sprèidh
🐂;damh;crodh|damh|grian-chriosach|sprèidh|tarbh|taurus
🐃;buabhall-uisge;buabhall|buabhall-uisge|crodh|sprèidh|uisge
🐄;bò;bò|crodh|sprèidh
🐷;aodann muice;aodann|aodann muice|muc
🐖;muc;cràin|muc
🐗;torc;muc|torc
🐽;gnos muice;aodann|gnos|gnos muice|muc|sròn
🐏;reithe;aries|caora|fireann|grian-chriosach|reithe
🐑;caora;boireann|caora
🐐;gobhar;capricorn|gobhar|grian-chriosach
🐪;dromadair;croit|crotach|cruit|dromadair
🐫;càmhal;bactrach|càmhal|croit|crotach|cruit
🦙;lama;alpaca|clòimh|guanaco|lama|llama|vicuña
🦒;sioraf;breac|breacach|breacan|sioraf
🐘;ailbhean;ailbhean
🦣;mamot;à bith|clòimheach|clùmhach|clùmhaidh|dìtheachd|mamot|mòr|tosg
🦏;sròn-adharcach;sròn-adharcach
🦛;each-aibhne;each-aibhne
🐭;aodann lucha;aodann|aodann lucha|luch|luchag
🐁;luch;luch|luchag
🐀;radan;radan
🐹;hamstair;aodann|hamstair|peata
🐰;aodann rabaid;aodann|coineanach|peata|rabaid
🐇;rabaid;coineanach|peata|rabaid
🐿️;feòrag-stiallach;chipmunk|feòrag-stiallach
🦫;bìobhair;beabhar|beathadach|bìobhair|dama|dobhar-chù
🦔;gràineag;bior|biorach|bioran|cràineag|dràineag|gràineag|uircean
🦇;ialtag;bhampair|ialtag|ialtag-fhala
🐻;mathan;aodann|mathan
🐻‍❄️;mathan-bàn;Artach|bàn|mathan|mathan-bàn
🐨;koala;koala|mathan
🐼;panda;aodann|panda
🦥;lunndaire-craoibhe;leisg|lunndaire-craoibhe|mall|slaodach
🦦;dòbhran;cleasach|dòbhran|iasgach|iasgaich
🦨;tùdair-stiallach;boladh|droch-bholadh|tùd|tùdair-stiallach
🦘;cangaru;Astràilia|cangaru|leum|pocanach
🦡;broc;broc|brocan|buair|buaireadh
🐾;lorgan spòige;làrach|lorg|lorgan spòige|spòg
🦃;eun-Frangach;cearc|cearc-Fhrangach|coileach-Frangach|coileach-Turcach|eun|eun-Frangach|eunlaith
🐔;cearc;cearc|eun|eunlaith
🐓;coileach;coileach|eun|eunlaith
🐣;isean ga ghur;eun|eunlaith|gur|isean|isean ga ghur
🐤;isean beag;eun|eunlaith|isean|isean beag
🐥;isean le aghaidh riut;eun|eunlaith|isean|isean le aghaidh riut
🐦;eun;eun
🐧;ceann-fionn;ceann-fionn|eun
🕊️;calman;calman|eun|itealadh|sgiathadh|sìth
🦅;iolaire;eun|iolaire
🦆;tunnag;eun|eunlaith|tunnag
🦢;eala;eala|ealag|eun|isean grannda
🦉;cailleach-oidhche;cailleach-oidhche|eun|glic
🦤;dòdo;à bith|dìtheachd|dòdo|marbh|Mhoiriseas|Moiriseas|mòr
🪶;ite;aotrom|eun|ite|itealadh|sgiathadh
🦩;flamingo;flamingo|spaideil|tropaigeach
🦚;peucag;àrdan|eucag|eun|feucag|moiteil|peucag|pròiseil|stàirneil
🦜;pearraid;bruidhinn|eun|pearraid|spùinneadair
🪽;sgiath;aingeal|eun|fionn-sgeul|iteal|miotas|sgiath|sgiathadh
🐦‍⬛;eun-dubh;eun|eun-dubh|feannag|fitheach|lon-dubh|ròcas
🪿;gèadh;eun|eunlainn|eunlaith|gèadh|gòrach|ràc
🐦‍🔥;ainneamhag;ainneamhag|aiseirigh|ath-cholainneadh|ath-fheòl-ghabhail|eun-teine|fantastachd|tearc-eun
🐸;losgann;aodann|losgann
🐊;crogall;crogall
🐢;turtar;seilche|sligeanach|toirtis|turtar
🦎;laghairt;laghairt|snàigeach
🐍;nathair;giùlanair|grian-chriosach|nathair|ophiuchus
🐲;aodann dràgoin;aodann|aodann dràgoin|dràgon|faoinsgeul
🐉;dràgon;dràgon|faoinsgeul
🦕;dìneasar;brachiosaurus|brontosaurus|dìneasar|diplodocus|sauropod
🦖;t-rex;T-Rex|Tyrannosaurus Rex
🐳;muc-mhara a’ sèideadh;aodann|muc-mhara|muc-mhara a’ sèideadh|sèideadh
🐋;muc-mhara;muc-mhara
🐬;leumadair-mara;leumadair|leumadair-mara
🦭;ròn;leòmhann-mara|ròn
🐟;iasg;èisg|grian-chriosach|iasg|pisces
🐠;iasg tropaigeach;iasg|tropaigeach
🐡;iasg-sèididh;iasg|iasg-sèididh
🦈;cearban;cearban|iasg|siorc
🐙;ochd-chasach;ochd-chasach
🐚;slige shnìomhanach;slige|slige shnìomhanach|snìomh|snìomhanach
🪸;coireal;coireal|corail|riof
🪼;muir-tèachd;buir-tèachd|goirt|loisg|losgadh|muir-tèachd|sgeith-ròin|sgeoltair|sgolltair
🐌;seilcheag;cramag|gobhar-breac|seilcheag
🦋;dealan-dè;àlainn|amadan-dè|bèisteag|biastag|bòidheach|dealan-dè|dearbadan-dè|fiolan|meanbh-fhrìde
🐛;biastag;bèisteag|biastag|daolag|fiolan|meanbh-fhrìde
🐜;seangan;bèisteag|biastag|fiolan|meanbh-fhrìde|seangan
🐝;seillean;bèisteag|biastag|fiolan|meanbh-fhrìde|seillean
🪲;daolag;bèisteag|biastag|daolag|fiolan|meanbh-fhrìde
🐞;daolag-bhreac;bèisteag|biastag|daolag|daolag-bhreac|fiolan|meanbh-fhrìde
🦗;greollan;brobhadan|fionnan-feòir|greollan|leumadair-uaine|srannan
🪳;càrnan-gallda;bèisteag|biastag|càrnan-gallda|daolag|fiolan|meanbh-fhrìde|plàigh
🕷️;damhan-allaidh;bèisteag|biastag|damhan-allaidh|fiolan|meanbh-fhrìde
🕸️;lìon damhain-allaidh;damhan-allaidh|eige|lìon|lìon damhain-allaidh|oige
🦂;sgairp;grian-chriosach|scorpio|sgairp
🦟;mosgaid;bhìoras|biastag|fiabhras|galar|mailèiria|mosgaid
🪰;cuileag;biastag|cnuimheag|cuileag|galar|grod|grodadh|plàigh
🪱;cnuimh;biathag|cnuimh|cnuimh-talmhainn|daolag|dealt-dhaolag|faoighiche|frithlisg|lobach|parasait
🦠;bitheag;amoeba|bacterium|baictear|bhìoras|bitheag|lobhag
💐;bad fhlùraichean;bad fhlùraichean|flùr
🌸;blàth siris;blàth|flùr|siris
💮;flùr geal;flùr|flùr geal
🪷;lòtas;Bhiet-Nam|Budastachd|Buddhadhachd|glainne|Hionduthachd|Innseachan|Innsean|lòtas|lus|Na h-Innseachan|Na h-Innsean
🏵️;ròsag;flùr|lus|ròsag
🌹;ròs;flùr|ròs
🥀;flùr seacte;flùr|seacta|seacte
🌺;ìbisg;flùr|ìbisg
🌻;neòinean-grèine;flùr|grian|neòinean|neòinean-grèine
🌼;blàth;blàth|flùr
🌷;tuiliop;flùr|tuiliop
🪻;camais;bogha-muc|bròg na cuthaige|camais|flùr|fuath-mhuc|lùpainn|lus na tùise|lus-liath
🌱;sìolag;òg|sìolag
🪴;lus ann am poit;altram|altramadh|dòrainneach|fàs|gun fheum|lus|lus ann am poit|ràsanach|taigh
🌲;craobh sìor-uaine;craobh|craobh sìor-uaine
🌳;craobh sheargach;craobh|craobh sheargach|seargach
🌴;craobh-phailm;craobh|craobh-phailm|pailm
🌵;cactas;cactas|flùr|lus
🌾;dias rìs;dias|gràinnean|rìs
🌿;luibh;duilleag|luibh
☘️;seamrag;flùr|lus|seamrag
🍀;seamrag cheithir-dhuilleagach;4|ceithir|duilleag|seamrag|seamrag cheithir-dhuilleagach
🍁;duilleag o chraobh-mhalpais;craobh|duilleag|duilleag o chraobh-mhalpais|foghar|malpais|tuiteam
🍂;duilleagan an fhoghair;duilleag|duilleagan an fhoghair|foghar|tuiteam
🍃;duilleag a’ falbh leis a’ ghaoith;duilleag|duilleag a’ falbh leis a’ ghaoith|gaoth|sèideadh
🪹;nead falamh;nead|nead falamh|neadachadh|neadaich
🪺;nead le uighean;nead|nead le uighean|neadachadh|neadaich
🍄;balgan-buachrach;balgan-buachair|balgan-buachrach

[food_drink]
🍇;fìon-dhearcan;fìon-dhearc|fìon-dhearcan|meas
🍈;meal-bhuc;meal-bhuc|meas
🍉;meal-bhuc uisge;meal-bhuc uisge|meas
🍊;tangerine;meas|orainds|orains|tangerine
🍋;liomaid;liomaid|meas
🍋‍🟩;liomaideag;liomaideag|meas|meas-geur|siotras|tropaigeach
🍌;banana;banana|meas
🍍;anann;anann|meas
🥭;mango;mango|meas|tropaigeach
🍎;ubhal dearg;dearg|meas|ubhal
🍏;ubhal uaine;meas|uaine|ubhal
🍐;peur;meas|peur
🍑;peitseag;meas|peitseag
🍒;sirisean;meas|siris|sirisean
🍓;sùbh-làir;dearcan|meas|sùbh|sùbh-làir
🫐;dearcan-gorma;braoileag|dearc|dearc-choille|dearc-ghorm|dearcan-gorma|fraochag|fraochan|gorm|mòineag
🥝;meas kiwi;biadh|kiwi|meas
🍅;tomàto;glasraich|meas|tomàto
🫒;dearc-ola;biadh|dearc-ola
🥥;cnò-chòco;cnò-chòco|pailm|piña colada
🥑;abhocado;abhocado|biadh|meas
🍆;aubergine;aubergine|glasraich
🥔;buntàta;biadh|buntàta|glasraich
🥕;curran;biadh|curran|glasraich
🌽;dias Innseanach;coirce|dias|innseanach
🌶️;piobar-teth;piobar|piobar-teth|teth
🫑;piobar-milis;glasraich|piobar|piobar-milis
🥒;cularan;biadh|cularan|glasraich|piceal|picil
🥬;càl;bok choy|càl|leatas
🥦;brocail;brocail|càl
🧄;creamh;blas|blasachadh|creamh
🧅;uinnean;blas|blasachadh|uinnean
🥜;cnòthan-talmhainn;biadh|cnò|cnò-thalmhainn|cnòthan-talmhainn|glasraich
🫘;pònairean;àirne|àra|biadh|dubhan|glasraich|lòn|pònairean
🌰;geanm-chnò;flùr|geanm-chnò|lus
🫚;dinnsear;beòir dinnseir|dinnsear|leann|leann-dinnseir|spìosrach
🫛;builgean-peasrach;builgean|builgean-peasrach|edamame|glasraich|peasair|peasraichean|pònair
🍄‍🟫;balg-buachair donn;balg-buachair donn|balg-buachrach|balgan-buachair|biadh|bolg-losgainn|caileag an achaidh|fungas|glasraich|nàdar|sgàileag a’ bhuachair
🍞;aran;aran|buileann|lofa
🥐;croissant;aran|biadh|croissant|frangach|rola corranach
🥖;baguette;aran|baguette|biadh|frangach
🫓;aran-rèidh;aran-rèidh|arepa|lavash|naan|pita
🥨;pretzel;pretzel|toinnte
🥯;bagel;bagel|bèicearachd
🥞;breacagan;biadh|breacag|breacagan|crêpe|foileag
🧇;waffle;baoth-chòmhradh|bleadraich|iarrann|neo-chinnteach|riachdalach|waffle
🧀;staoig càise;càise|staoig càise
🍖;feòil air a’ chnàimh;cnàimh|feòil|feòil air a’ chnàimh
🍗;cas circe;cas|cas circe|cearc|cnàmh|eunlaith
🥩;feòil;feòil|mairtfheoil|muicfheoil|muiltfheoil|sitheann|staoig|uainfheoil
🥓;beucon;beucon|biadh|feòil
🍔;hamburgair;hamburgair
🍟;sliseagan;sliseagan|tiops
🍕;pizza;càise|pizza|slis|sliseag
🌭;hot dog;frankfurter|hot dog|hotdog|isbean
🥪;ceapaire;aran|ceapaire
🌮;taco;meagsagach|taco
🌯;burrito;burrito|meagsagach|wrap
🫔;tamale;Meagsagach|paisgte|tamale
🥙;aran-rèidh lìonta;aran rèidh lìonta|aran-rèidh|biadh|falafel|gyro|kebab|lìonta
🧆;falafel;bàla-feòla|cearc-pheasair|cic-pheasair|falafel
🥚;ugh;biadh|ugh
🍳;còcaireachd;adhann|còcaireachd|praidhigeadh|ugh
🥘;adhann le biadh;adhann|adhann le biadh|biadh|casaroil|eu-domhain|paella
🍲;poit le biadh;poit|poit le biadh|stiubha
🫕;fondue;càise|Eilbheiseach|fondue|leaghta|leaghte|poit|seoclaid|teòclaid
🥣;bobhla le spàin;bobhla le spàin|bracaist|gràinean
🥗;sailead uaine;biadh|sailead|uaine
🍿;popcorn;popcorn
🧈;ìm;bà|bainne|bathar-bainne|biadh-bainne|bò|ìm|ùrachd na bà
🧂;salainn;abhlan|alltann|annlann|anntann|crathadair|salainn|spìos
🥫;biadh ann an cana;biadh ann an cana|cana
🍱;bogsa bento;bento|bogsa
🍘;cnacair rìs;cnacair|cracair|rìs
🍙;ball rìs;ball|iapanach|rìs|seapanach
🍚;rìs bruich;bruich|rìs
🍛;curry is rìs;curry|curry is rìs|rìs
🍜;bobhla le ceò às;bobhla|bobhla le ceò às|ceò|nùdail|ramen
🍝;spaghetti;nùdail|pasta|spaghetti
🍠;buntàta milis ròsta;buntàta|milis|ròiste|ròsta
🍢;oden;bior|feamann|iasg|kebab|maorach|oden
🍣;sushi;sushi
🍤;muasgain-chaola air am fraidhigeadh;fraidhig|fraidhigeadh|muasgain-chaola air am fraidhigeadh|muasgan-caol|praidhig|praidhigeadh|tempura
🍥;cèic-èisg le cuairteag sa mheadhain;cèic|cèic-èisg le cuairteag sa mheadhain|cuairteag|iasg|pastraidh
🥮;cèic-ghealaich;cèic-ghealaich|fèis|foghar|yuebing
🍡;dango;bior|dango|iapanach|milis|milseag|seapanach
🥟;dumplag;dumplag|empanada|gyōza|jiaozi|pierogi
🥠;briosgaid fortain;briosgaid fortain|fàdh|fàisneachd|fàistinn|fàthach
🥡;bogsa takeout;bogsa bidhe|bogsa takeout|sìneach
🦀;crùbag;cancer|crùbag|grian-chriosach|partan
🦞;giomach;giomach|ìnean|maorach|spògan
🦐;carrain;beag|biadh|carrain|maorach
🦑;gibearnach;biadh|gibearnach|moileasg
🦪;eisir;daibheadh|daoibhigeadh|eisir|neamhnaid
🍦;reòiteag bhog;bog|milis|milseag|reòiteag|reòiteag bhog|uachdar
🍧;deigh bheàrrte;beàrrte|deigh|deigh bheàrrte|milis|milseag|reòiteag
🍨;reòiteag;milis|milseag|reòiteag|uachdar
🍩;doughnut;doughnut|milis|milseag
🍪;briosgaid;briosgaid|milis|milseag
🎂;cèic co-là-breith;cèic|co-là-breith|comharrachadh|milis|milseag|pastraidh
🍰;shortcake;cèic|milis|milseag|pastraidh|shortcake|sliseag
🧁;cèic-chuachaige;bèicearachd|cèic-chuachaige|milis
🥧;pàidh;lìonadh|pàidh|pastraidh|pigheann
🍫;bàr teòclaid;bàr|milis|milseag|teòclaid
🍬;suiteas;milis|milseag|suiteas
🍭;lollipop;lollipop|milis|milseag|suiteas
🍮;ughagan;milis|milseag|ughagan
🍯;poit meala;mil|milis|poit|poit meala
🍼;botal leinibh;bainne|botal|botal leinibh|deoch|leanabh
🥛;glainne de bhainne;bainne|deoch|glainne|glainne de bhainne|òl
☕;deoch theth;ceò|cofaidh|deoch|deoch theth|teatha|teth|tì
🫖;poit-tì;òl|poit|poit-teatha|poit-tì|teatha|tì
🍵;cupa-tì gun chluas;cupa|cupa-tì gun chluas|cupan|deoch|teatha|tì
🍶;sake;bàr|botal|cupa|cupan|deoch|sake
🍾;botal le àirc a’ leumadh às;àirc|bàr|botal|botal le àirc a’ leumadh às|brag|deoch|leumadh|popadh
🍷;glainne-fhìona;bàr|deoch|fìon|glainne|glainne-fhìona|òl
🍸;glainne cocktail;bàr|cocktail|deoch|glainne|òl
🍹;deoch thropaigeach;bàr|deoch|deoch thropaigeach|òl|tropaigeach
🍺;muga beòir;bàr|beòir|deoch|leann|muga|òl
🍻;mugaichean beòir a’ gliongadaich;bàr|beòir|deoch|gliongadaich|leann|muga|mugaichean beòir a’ gliongadaich|òl
🥂;glaineachan a’ gliongadaich;cèilidh|comharrachadh|deoch|glaineachan a’ gliongadaich|glainne|gliongadaich|òl
🥃;tumblair;deoch làidir|glainne|tumblair|uisge-beatha
🫗;a’ dòrtadh deoch;a’ dòrtadh deoch|deoch|dòirt|dòrtadh|falamh|glainne|uisge
🥤;cupa le stràbh;cupa le stràbh|sòda|sùgh
🧋;tì builgein;bainne|builgean|teatha|tì|tì builgein
🧃;carton dighe;bogsa|carton|carton dighe|deoch|sùgh
🧉;tì mate;deoch|mate|teatha|tì
🧊;ciùb deighe;beinn-deighe|beinn-eighe|ciùb deighe|cnoc-deighe|cnoc-eighre|deig|eigh|eigh-bheinn|fuar
🥢;bioran-ithe;bioran-ithe|hashi
🍽️;forc is sgian le truinnsear;còcaireachd|forc|forc is sgian le truinnsear|sgian|truinnsear
🍴;forc is sgian;còcaireachd|forc|forc is sgian|sgian
🥄;spàin;innealan bùird|spàin
🔪;sgian cidsin;acainn|arm|còcaireachd|hocho|inneal|sgian|sgian cidsin
🫙;crogan;annlann|anntann|crogan|falamh|lannra|sabhs|soitheach|stòras
🏺;amfora;acainn|amfora|aquarius|arm|còcaireachd|deoch|fear-giùlain uisge|grian-chriosach|inneal|òl|siuga

[travel_places]
🌍;cruinne leis an Roinn-Eòrpa ’s Afraga;afraga|cruinne|cruinne leis an Roinn-Eòrpa ’s Afraga|globa|globa a’ sealltainn an Roinn-Eòrpa ’s Afraga|globa a’ sealltainn an Roinn-Eòrpa agus Afraga|roinn-eòrpa|saoghal|talamh
🌎;cruinne le Aimeireaga;aimeireaga|cruinne|cruinne le Aimeireaga|globa|globa a’ sealltainn an dà Aimeireaga|saoghal|talamh
🌏;cruinne le Àisia ’s Astràilia;àisia|astràilia|cruinne|cruinne le Àisia ’s Astràilia|globa|globa a’ sealltainn Àisia ’s Astràilia|globa a’ sealltainn Àisia agus Astràilia|saoghal|talamh
🌐;cruinne le meadhan-loidhnichean;cruinne|cruinne le meadhan-loidhnichean|globa|globa le meadhan-loidhnichean|meadhan-loidhne|meadhan-loidhnichean|saoghal|talamh
🗺️;mapa an t-saoghail;mapa|mapa an t-saoghail|saoghal
🗾;mapa dhen t-Seapan;iapan|mapa|mapa dhen t-Seapan|seapan
🧭;combaist;clach-iùil|combaist|iùil|magnaiteach|seòladaireachd|sligheadaireachd|stiùireadh
🏔️;beinn le sneachd air a mullach;beinn|beinn le sneachd air a mullach|fuar|sneachd
⛰️;beinn;beinn
🌋;beinn-theine;beinn|beinn-theine|spreadhadh
🗻;Beinn Fuji;beinn|fuji
🏕️;campachadh;campachadh
🏖️;tràigh le sgàilean;sgàilean|tràigh|tràigh le sgàilean
🏜️;fàsach;fàsach
🏝️;eilean fàs;eilean|eilean fàs|fàsach
🏞️;pàirc nàiseanta;pàirc|pàirc nàiseanta
🏟️;stèideam;stèideam
🏛️;togalach clasaigeach;clasaigeach|togalach clasaigeach
🏗️;togail taighe;togail|togail taighe
🧱;breige;aol|aol-tàthaidh|balla|breige|breigichean|criadh
🪨;creag;clach|creag|cruaidh|trom|ulbhag|ulpag
🪵;fiodh;fiod|fiodh|loga|maide
🛖;bothan;bothan|cruinn|taigh|taigh-cruinn|yurt
🏘️;taighean;taighean
🏚️;tobhta;taigh|tobhta
🏠;taigh;dachaidh|dachaigh|dhachaidh|dhachaigh|taigh
🏡;taigh le gàrradh;dachaidh|dachaigh|dhachaidh|dhachaigh|gàrradh|lios|taigh|taigh le gàrradh
🏢;togalach oifisean;togalach|togalach oifisean
🏣;oifis-puist Sheapanach;iapanach|oifis-puist Sheapanach|post|seapanach
🏤;oifis a’ phuist;eòrpach|oifis a’ phuist|post
🏥;ospadal;dotair|leigheas|ospadal
🏦;banca;banca|togalach
🏨;taigh-òsta;taigh-òsta|togalach
🏩;taigh-òsta gaoil;gaol|suirghe|taigh-òsta|taigh-òsta gaoil
🏪;bùth ghoireasach;bùth|bùth ghoireasach|goireasach
🏫;sgoil;sgoil|togalach
🏬;mòr-bhùth;bùth|mòr-bhùth
🏭;factaraidh;factaraidh|togalach
🏯;caisteal Seapanach;caisteal|iapanach|seapanach
🏰;caisteal;caisteal|eòrpach
💒;banais;banais|caibeal|romansa|romansachd
🗼;tùr Tokyo;tokyo|tùr
🗽;Ìomhaigh na Saorsa;ìomhaigh|Ìomhaigh na Saorsa|saorsa
⛪;eaglais;creideamh|crìostaidh|crois|eaglais
🕌;mosg;creideamh|ioslam|mosg|muslamach
🛕;teampall Hionduthach;Hionduthach|teampall
🕍;sionagog;creideamh|iùdhach|sionagog|teampall
⛩️;naomh-chiste shinto;creideamh|naomh-chiste|shinto
🕋;ka’aba;creideamh|ioslam|ka’aba|muslamach
⛲;fuaran;fuaran
⛺;teanta;campachadh|teanta
🌁;ceòthach;ceò|ceòthach
🌃;oidhche rionnagach;oidhche|oidhche rionnagach|rionnag
🏙️;mòr-bhaile;baile|mòr-bhaile
🌄;èirigh na grèine thar bheanntan;beinn|camhanaich|èirigh na grèine|èirigh na grèine thar bheanntan|grian|madainn
🌅;èirigh na grèine;camhanaich|èirigh na grèine|grian|madainn
🌆;ciaradh sa bhaile mhòr;baile|ciaradh|ciaradh sa bhaile mhòr|dreach-tìre|feasgar|grian|laighe na grèine|mòr-bhaile
🌇;laighe na grèine;ciaradh|grian|laighe na grèine
🌉;drochaid air an oidhche;drochaid|drochaid air an oidhche|oidhche
♨️;fuaran teth;ceò|fuaran|teth
🎠;each-timcheallain;each|each-timcheallain|timcheallan
🛝;sleamhnag;cluich|pàirc fhaoin-chleasan|raon-cluiche|sleamhnag
🎡;roth-mòr;cuibhle|pàirc fhaoin-chleasan|roth-mòr
🎢;rolair-còrsair;còrsair|pàirc fhaoin-chleasan|rolair|rolair-còrsair
💈;pòla barbair;barbair|cliop|gruagaire|pòla
🎪;pàillean siorcais;pàillean|pàillean siorcais|siorcas|teanta
🚂;carbad-smùide;carbad-smùide|einnsean|rathad-iarainn|rèile|smùid|trèana
🚃;còidse rèile;bus-troilidh|càr|còidse|dealanach|rathad-iarainn|rèile|slighe-iarainn|trama|trèana
🚄;trèana fhìor luath;astar|luaths|rathad-iarainn|rèile|shinkansen|slighe-iarainn|trèana|trèana fhìor luath
🚅;trèana fhìor luath le sròn chruinn;astar|luaths|rathad-iarainn|rèile|shinkansen|slighe-iarainn|sròn chruinn|trèana|trèana fhìor luath le sròn chruinn
🚆;trèana;rathad-iarainn|rèile|slighe-iarainn|trèana
🚇;meatro;fo-thalamh|meatro
🚈;rèile aotrom;rathad-iarainn|rèile|rèile aotrom|slighe-iarainn
🚉;stèisean;rathad-iarainn|rèile|slighe-iarainn|stèisean|trèana
🚊;trama;bus-troilidh|trama
