# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;barre egiten ari den aurpegia;aurpegi|barre egiten ari den aurpegia|irribarre
	🙅🏼‍♂️;ados ez dagoela adierazten ari den gizona: 3. mota;3. mota|ados ez dagoela adierazten ari den gizona|ados ez dagoela adierazten ari den gizona: 3. mota|debekatuta|eskua|galarazita|gizona|gizonezkoa|keinua
	🙅🏽‍♂️;ados ez dagoela adierazten ari den gizona: bitarteko azal-tonua;ados ez dagoela adierazten ari den gizona|ados ez dagoela adierazten ari den gizona: bitarteko azal-tonua|bitarteko azal-tonua|debekatuta|eskua|galarazita|gizona|gizonezkoa|keinua
	🙅🏾‍♂️;ados ez dagoela adierazten ari den gizona: 5. mota;5. mota|ados ez dagoela adierazten ari den gizona|ados ez dagoela adierazten ari den gizona: 5. mota|debekatuta|eskua|galarazita|gizona|gizonezkoa|keinua
	🙅🏿‍♂️;ados ez dagoela adierazten ari den gizona: 6. mota;6. mota|ados ez dagoela adierazten ari den gizona|ados ez dagoela adierazten ari den gizona: 6. mota|debekatuta|eskua|galarazita|gizona|gizonezkoa|keinua
🙅‍♀️;ezezko keinua egiten ari den emakumea;ados ez dagoela adierazten ari den emakumea|debekatuta|emakumea|emakumezkoa|eskua|ezezko keinua egiten ari den emakumea|galarazita|keinua
	🙅🏻‍♀️;ezezko keinua egiten ari den emakumea: 1–2. mota;1–2. mota|ados ez dagoela adierazten ari den emakumea|debekatuta|emakumea|emakumezkoa|eskua|ezezko keinua egiten ari den emakumea|ezezko keinua egiten ari den emakumea: 1–2. mota|galarazita|keinua
	🙅🏼‍♀️;ezezko keinua egiten ari den emakumea: 3. mota;3. mota|ados ez dagoela adierazten ari den emakumea|debekatuta|emakumea|emakumezkoa|eskua|ezezko keinua egiten ari den emakumea|ezezko keinua egiten ari den emakumea: 3. mota|galarazita|keinua
	🙅🏽‍♀️;ezezko keinua egiten ari den emakumea: bitarteko azal-tonua;ados ez dagoela adierazten ari den emakumea|bitarteko azal-tonua|debekatuta|emakumea|emakumezkoa|eskua|ezezko keinua egiten ari den emakumea|ezezko keinua egiten ari den emakumea: bitarteko azal-tonua|galarazita|keinua
	🙅🏾‍♀️;ezezko keinua egiten ari den emakumea: 5. mota;5. mota|ados ez dagoela adierazten ari den emakumea|debekatuta|emakumea|emakumezkoa|eskua|ezezko keinua egiten ari den emakumea|ezezko keinua egiten ari den emakumea: 5. mota|galarazita|keinua
	🙅🏿‍♀️;ezezko keinua egiten ari den emakumea: 6. mota;6. mota|ados ez dagoela adierazten ari den emakumea|debekatuta|emakumea|emakumezkoa|eskua|ezezko keinua egiten ari den emakumea|ezezko keinua egiten ari den emakumea: 6. mota|galarazita|keinua
🙆;ados dagoela adierazten ari den pertsona;ados|ados dagoela adierazten ari den pertsona|esku|keinu
	🙆🏻;ados dagoela adierazten ari den pertsona: 1–2. mota;1–2. mota|ados|ados dagoela adierazten ari den pertsona|ados dagoela adierazten ari den pertsona: 1–2. mota|esku|keinu
	🙆🏼;ados dagoela adierazten ari den pertsona: 3. mota;3. mota|ados|ados dagoela adierazten ari den pertsona|ados dagoela adierazten ari den pertsona: 3. mota|esku|keinu
	🙆🏽;ados dagoela adierazten ari den pertsona: bitarteko azal-tonua;ados|ados dagoela adierazten ari den pertsona|ados dagoela adierazten ari den pertsona: bitarteko azal-tonua|bitarteko azal-tonua|esku|keinu
	🙆🏾;ados dagoela adierazten ari den pertsona: 5. mota;5. mota|ados|ados dagoela adierazten ari den pertsona|ados dagoela adierazten ari den pertsona: 5. mota|esku|keinu
	🙆🏿;ados dagoela adierazten ari den pertsona: 6. mota;6. mota|ados|ados dagoela adierazten ari den pertsona|ados dagoela adierazten ari den pertsona: 6. mota|esku|keinu
🙆‍♂️;ados dagoela adierazten ari den gizona;ados|ados dagoela adierazten ari den gizona|esku|gizon|gizonezko|keinu
	🙆🏻‍♂️;ados dagoela adierazten ari den gizona: 1–2. mota;1–2. mota|ados|ados dagoela adierazten ari den gizona|ados dagoela adierazten ari den gizona: 1–2. mota|esku|gizon|gizonezko|keinu
	🙆🏼‍♂️;ados dagoela adierazten ari den gizona: 3. mota;3. mota|ados|ados dagoela adierazten ari den gizona|ados dagoela adierazten ari den gizona: 3. mota|esku|gizon|gizonezko|keinu
	🙆🏽‍♂️;ados dagoela adierazten ari den gizona: bitarteko azal-tonua;ados|ados dagoela adierazten ari den gizona|ados dagoela adierazten ari den gizona: bitarteko azal-tonua|bitarteko azal-tonua|esku|gizon|gizonezko|keinu
	🙆🏾‍♂️;ados dagoela adierazten ari den gizona: 5. mota;5. mota|ados|ados dagoela adierazten ari den gizona|ados dagoela adierazten ari den gizona: 5. mota|esku|gizon|gizonezko|keinu
	🙆🏿‍♂️;ados dagoela adierazten ari den gizona: 6. mota;6. mota|ados|ados dagoela adierazten ari den gizona|ados dagoela adierazten ari den gizona: 6. mota|esku|gizon|gizonezko|keinu
🙆‍♀️;ados dagoela adierazten ari den emakumea;ados|ados dagoela adierazten ari den emakumea|emakume|emakumezko|esku|keinu
	🙆🏻‍♀️;ados dagoela adierazten ari den emakumea: 1–2. mota;1–2. mota|ados|ados dagoela adierazten ari den emakumea|ados dagoela adierazten ari den emakumea: 1–2. mota|emakume|emakumezko|esku|keinu
	🙆🏼‍♀️;ados dagoela adierazten ari den emakumea: 3. mota;3. mota|ados|ados dagoela adierazten ari den emakumea|ados dagoela adierazten ari den emakumea: 3. mota|emakume|emakumezko|esku|keinu
	🙆🏽‍♀️;ados dagoela adierazten ari den emakumea: bitarteko azal-tonua;ados|ados dagoela adierazten ari den emakumea|ados dagoela adierazten ari den emakumea: bitarteko azal-tonua|bitarteko azal-tonua|emakume|emakumezko|esku|keinu
	🙆🏾‍♀️;ados dagoela adierazten ari den emakumea: 5. mota;5. mota|ados|ados dagoela adierazten ari den emakumea|ados dagoela adierazten ari den emakumea: 5. mota|emakume|emakumezko|esku|keinu
	🙆🏿‍♀️;ados dagoela adierazten ari den emakumea: 6. mota;6. mota|ados|ados dagoela adierazten ari den emakumea|ados dagoela adierazten ari den emakumea: 6. mota|emakume|emakumezko|esku|keinu
💁;eskean dabilen pertsona;eskean dabilen pertsona|esku|eskupeko|informazio|kokin|laguntza
	💁🏻;eskean dabilen pertsona: 1–2. mota;1–2. mota|eskean dabilen pertsona|eskean dabilen pertsona: 1–2. mota|esku|eskupeko|informazio|kokin|laguntza
	💁🏼;eskean dabilen pertsona: 3. mota;3. mota|eskean dabilen pertsona|eskean dabilen pertsona: 3. mota|esku|eskupeko|informazio|kokin|laguntza
	💁🏽;eskean dabilen pertsona: bitarteko azal-tonua;bitarteko azal-tonua|eskean dabilen pertsona|eskean dabilen pertsona: bitarteko azal-tonua|esku|eskupeko|informazio|kokin|laguntza
	💁🏾;eskean dabilen pertsona: 5. mota;5. mota|eskean dabilen pertsona|eskean dabilen pertsona: 5. mota|esku|eskupeko|informazio|kokin|laguntza
	💁🏿;eskean dabilen pertsona: 6. mota;6. mota|eskean dabilen pertsona|eskean dabilen pertsona: 6. mota|esku|eskupeko|informazio|kokin|laguntza
💁‍♂️;eskean dabilen gizona;eskean dabilen gizona|eskupeko|gizon|gizonezko|kokin
	💁🏻‍♂️;eskean dabilen gizona: 1–2. mota;1–2. mota|eskean dabilen gizona|eskean dabilen gizona: 1–2. mota|eskupeko|gizon|gizonezko|kokin
	💁🏼‍♂️;eskean dabilen gizona: 3. mota;3. mota|eskean dabilen gizona|eskean dabilen gizona: 3. mota|eskupeko|gizon|gizonezko|kokin
	💁🏽‍♂️;eskean dabilen gizona: bitarteko azal-tonua;bitarteko azal-tonua|eskean dabilen gizona|eskean dabilen gizona: bitarteko azal-tonua|eskupeko|gizon|gizonezko|kokin
	💁🏾‍♂️;eskean dabilen gizona: 5. mota;5. mota|eskean dabilen gizona|eskean dabilen gizona: 5. mota|eskupeko|gizon|gizonezko|kokin
	💁🏿‍♂️;eskean dabilen gizona: 6. mota;6. mota|eskean dabilen gizona|eskean dabilen gizona: 6. mota|eskupeko|gizon|gizonezko|kokin
💁‍♀️;eskean dabilen emakumea;emakume|emakumezko|eskean dabilen emakumea|esku|eskupeko|kokin
	💁🏻‍♀️;eskean dabilen emakumea: 1–2. mota;1–2. mota|emakume|emakumezko|eskean dabilen emakumea|eskean dabilen emakumea: 1–2. mota|esku|eskupeko|kokin
	💁🏼‍♀️;eskean dabilen emakumea: 3. mota;3. mota|emakume|emakumezko|eskean dabilen emakumea|eskean dabilen emakumea: 3. mota|esku|eskupeko|kokin
	💁🏽‍♀️;eskean dabilen emakumea: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumezko|eskean dabilen emakumea|eskean dabilen emakumea: bitarteko azal-tonua|esku|eskupeko|kokin
	💁🏾‍♀️;eskean dabilen emakumea: 5. mota;5. mota|emakume|emakumezko|eskean dabilen emakumea|eskean dabilen emakumea: 5. mota|esku|eskupeko|kokin
	💁🏿‍♀️;eskean dabilen emakumea: 6. mota;6. mota|emakume|emakumezko|eskean dabilen emakumea|eskean dabilen emakumea: 6. mota|esku|eskupeko|kokin
🙋;eskua altxatzen ari den pertsona;altxatuta|esku|eskua altxatzen ari den pertsona|keinu|pozik
	🙋🏻;eskua altxatzen ari den pertsona: 1–2. mota;1–2. mota|altxatuta|esku|eskua altxatzen ari den pertsona|eskua altxatzen ari den pertsona: 1–2. mota|keinu|pozik
	🙋🏼;eskua altxatzen ari den pertsona: 3. mota;3. mota|altxatuta|esku|eskua altxatzen ari den pertsona|eskua altxatzen ari den pertsona: 3. mota|keinu|pozik
	🙋🏽;eskua altxatzen ari den pertsona: bitarteko azal-tonua;altxatuta|bitarteko azal-tonua|esku|eskua altxatzen ari den pertsona|eskua altxatzen ari den pertsona: bitarteko azal-tonua|keinu|pozik
	🙋🏾;eskua altxatzen ari den pertsona: 5. mota;5. mota|altxatuta|esku|eskua altxatzen ari den pertsona|eskua altxatzen ari den pertsona: 5. mota|keinu|pozik
	🙋🏿;eskua altxatzen ari den pertsona: 6. mota;6. mota|altxatuta|esku|eskua altxatzen ari den pertsona|eskua altxatzen ari den pertsona: 6. mota|keinu|pozik
🙋‍♂️;eskua altxatzen ari den gizona;eskua altxatuta|eskua altxatzen ari den gizona|gizon|gizonezko|keinu
	🙋🏻‍♂️;eskua altxatzen ari den gizona: 1–2. mota;1–2. mota|eskua altxatuta|eskua altxatzen ari den gizona|eskua altxatzen ari den gizona: 1–2. mota|gizon|gizonezko|keinu
	🙋🏼‍♂️;eskua altxatzen ari den gizona: 3. mota;3. mota|eskua altxatuta|eskua altxatzen ari den gizona|eskua altxatzen ari den gizona: 3. mota|gizon|gizonezko|keinu
	🙋🏽‍♂️;eskua altxatzen ari den gizona: bitarteko azal-tonua;bitarteko azal-tonua|eskua altxatuta|eskua altxatzen ari den gizona|eskua altxatzen ari den gizona: bitarteko azal-tonua|gizon|gizonezko|keinu
	🙋🏾‍♂️;eskua altxatzen ari den gizona: 5. mota;5. mota|eskua altxatuta|eskua altxatzen ari den gizona|eskua altxatzen ari den gizona: 5. mota|gizon|gizonezko|keinu
	🙋🏿‍♂️;eskua altxatzen ari den gizona: 6. mota;6. mota|eskua altxatuta|eskua altxatzen ari den gizona|eskua altxatzen ari den gizona: 6. mota|gizon|gizonezko|keinu
🙋‍♀️;eskua altxatzen ari den emakumea;emakume|emakumezko|eskua altxatuta|eskua altxatzen ari den emakumea|keinu
	🙋🏻‍♀️;eskua altxatzen ari den emakumea: 1–2. mota;1–2. mota|emakume|emakumezko|eskua altxatuta|eskua altxatzen ari den emakumea|eskua altxatzen ari den emakumea: 1–2. mota|keinu
	🙋🏼‍♀️;eskua altxatzen ari den emakumea: 3. mota;3. mota|emakume|emakumezko|eskua altxatuta|eskua altxatzen ari den emakumea|eskua altxatzen ari den emakumea: 3. mota|keinu
	🙋🏽‍♀️;eskua altxatzen ari den emakumea: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumezko|eskua altxatuta|eskua altxatzen ari den emakumea|eskua altxatzen ari den emakumea: bitarteko azal-tonua|keinu
	🙋🏾‍♀️;eskua altxatzen ari den emakumea: 5. mota;5. mota|emakume|emakumezko|eskua altxatuta|eskua altxatzen ari den emakumea|eskua altxatzen ari den emakumea: 5. mota|keinu
	🙋🏿‍♀️;eskua altxatzen ari den emakumea: 6. mota;6. mota|emakume|emakumezko|eskua altxatuta|eskua altxatzen ari den emakumea|eskua altxatzen ari den emakumea: 6. mota|keinu
🧏;gorra;belarria|entzun|erabilerraztasuna|gorra
	🧏🏻;gorra: 1–2. mota;1–2. mota|belarria|entzun|erabilerraztasuna|gorra|gorra: 1–2. mota
	🧏🏼;gorra: 3. mota;3. mota|belarria|entzun|erabilerraztasuna|gorra|gorra: 3. mota
	🧏🏽;gorra: bitarteko azal-tonua;belarria|bitarteko azal-tonua|entzun|erabilerraztasuna|gorra|gorra: bitarteko azal-tonua
	🧏🏾;gorra: 5. mota;5. mota|belarria|entzun|erabilerraztasuna|gorra|gorra: 5. mota
	🧏🏿;gorra: 6. mota;6. mota|belarria|entzun|erabilerraztasuna|gorra|gorra: 6. mota
🧏‍♂️;gizon gorra;gizon|gizon gorra|gizonezko|gor
	🧏🏻‍♂️;gizon gorra: 1–2. mota;1–2. mota|gizon|gizon gorra|gizon gorra: 1–2. mota|gizonezko|gor
	🧏🏼‍♂️;gizon gorra: 3. mota;3. mota|gizon|gizon gorra|gizon gorra: 3. mota|gizonezko|gor
	🧏🏽‍♂️;gizon gorra: bitarteko azal-tonua;bitarteko azal-tonua|gizon|gizon gorra|gizon gorra: bitarteko azal-tonua|gizonezko|gor
	🧏🏾‍♂️;gizon gorra: 5. mota;5. mota|gizon|gizon gorra|gizon gorra: 5. mota|gizonezko|gor
	🧏🏿‍♂️;gizon gorra: 6. mota;6. mota|gizon|gizon gorra|gizon gorra: 6. mota|gizonezko|gor
🧏‍♀️;emakume gorra;emakume|emakume gorra|emakumezko|gor
	🧏🏻‍♀️;emakume gorra: 1–2. mota;1–2. mota|emakume|emakume gorra|emakume gorra: 1–2. mota|emakumezko|gor
	🧏🏼‍♀️;emakume gorra: 3. mota;3. mota|emakume|emakume gorra|emakume gorra: 3. mota|emakumezko|gor
	🧏🏽‍♀️;emakume gorra: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakume gorra|emakume gorra: bitarteko azal-tonua|emakumezko|gor
	🧏🏾‍♀️;emakume gorra: 5. mota;5. mota|emakume|emakume gorra|emakume gorra: 5. mota|emakumezko|gor
	🧏🏿‍♀️;emakume gorra: 6. mota;6. mota|emakume|emakume gorra|emakume gorra: 6. mota|emakumezko|gor
🙇;burua makurtzen ari den pertsona;barkamen|barkatu|burua makurtzen ari den pertsona|keinu|makurtu
	🙇🏻;burua makurtzen ari den pertsona: 1–2. mota;1–2. mota|barkamen|barkatu|burua makurtzen ari den pertsona|burua makurtzen ari den pertsona: 1–2. mota|keinu|makurtu
	🙇🏼;burua makurtzen ari den pertsona: 3. mota;3. mota|barkamen|barkatu|burua makurtzen ari den pertsona|burua makurtzen ari den pertsona: 3. mota|keinu|makurtu
	🙇🏽;burua makurtzen ari den pertsona: bitarteko azal-tonua;barkamen|barkatu|bitarteko azal-tonua|burua makurtzen ari den pertsona|burua makurtzen ari den pertsona: bitarteko azal-tonua|keinu|makurtu
	🙇🏾;burua makurtzen ari den pertsona: 5. mota;5. mota|barkamen|barkatu|burua makurtzen ari den pertsona|burua makurtzen ari den pertsona: 5. mota|keinu|makurtu
	🙇🏿;burua makurtzen ari den pertsona: 6. mota;6. mota|barkamen|barkatu|burua makurtzen ari den pertsona|burua makurtzen ari den pertsona: 6. mota|keinu|makurtu
🙇‍♂️;burua makurtzen ari den gizona;barkamena|burua makurtzen ari den gizona|gizona|gizonezkoa|keinua|makurtu|mesedea
	🙇🏻‍♂️;burua makurtzen ari den gizona: 1–2. mota;1–2. mota|barkamena|burua makurtzen ari den gizona|burua makurtzen ari den gizona: 1–2. mota|gizona|gizonezkoa|keinua|makurtu|mesedea
	🙇🏼‍♂️;burua makurtzen ari den gizona: 3. mota;3. mota|barkamena|burua makurtzen ari den gizona|burua makurtzen ari den gizona: 3. mota|gizona|gizonezkoa|keinua|makurtu|mesedea
	🙇🏽‍♂️;burua makurtzen ari den gizona: bitarteko azal-tonua;barkamena|bitarteko azal-tonua|burua makurtzen ari den gizona|burua makurtzen ari den gizona: bitarteko azal-tonua|gizona|gizonezkoa|keinua|makurtu|mesedea
	🙇🏾‍♂️;burua makurtzen ari den gizona: 5. mota;5. mota|barkamena|burua makurtzen ari den gizona|burua makurtzen ari den gizona: 5. mota|gizona|gizonezkoa|keinua|makurtu|mesedea
	🙇🏿‍♂️;burua makurtzen ari den gizona: 6. mota;6. mota|barkamena|burua makurtzen ari den gizona|burua makurtzen ari den gizona: 6. mota|gizona|gizonezkoa|keinua|makurtu|mesedea
🙇‍♀️;burua makurtzen ari den emakumea;barkamena|burua makurtzen ari den emakumea|emakumea|emakumezkoa|keinua|makurtu|mesedea
	🙇🏻‍♀️;burua makurtzen ari den emakumea: 1–2. mota;1–2. mota|barkamena|burua makurtzen ari den emakumea|burua makurtzen ari den emakumea: 1–2. mota|emakumea|emakumezkoa|keinua|makurtu|mesedea
	🙇🏼‍♀️;burua makurtzen ari den emakumea: 3. mota;3. mota|barkamena|burua makurtzen ari den emakumea|burua makurtzen ari den emakumea: 3. mota|emakumea|emakumezkoa|keinua|makurtu|mesedea
	🙇🏽‍♀️;burua makurtzen ari den emakumea: bitarteko azal-tonua;barkamena|bitarteko azal-tonua|burua makurtzen ari den emakumea|burua makurtzen ari den emakumea: bitarteko azal-tonua|emakumea|emakumezkoa|keinua|makurtu|mesedea
	🙇🏾‍♀️;burua makurtzen ari den emakumea: 5. mota;5. mota|barkamena|burua makurtzen ari den emakumea|burua makurtzen ari den emakumea: 5. mota|emakumea|emakumezkoa|keinua|makurtu|mesedea
	🙇🏿‍♀️;burua makurtzen ari den emakumea: 6. mota;6. mota|barkamena|burua makurtzen ari den emakumea|burua makurtzen ari den emakumea: 6. mota|emakumea|emakumezkoa|keinua|makurtu|mesedea
🤦;esku-azpia aurpegian;aurpegi|esku-azpi|esku-azpia aurpegian|sinesgaiztasun|sumindura
	🤦🏻;esku-azpia aurpegian: 1–2. mota;1–2. mota|aurpegi|esku-azpi|esku-azpia aurpegian|esku-azpia aurpegian: 1–2. mota|sinesgaiztasun|sumindura
	🤦🏼;esku-azpia aurpegian: 3. mota;3. mota|aurpegi|esku-azpi|esku-azpia aurpegian|esku-azpia aurpegian: 3. mota|sinesgaiztasun|sumindura
	🤦🏽;esku-azpia aurpegian: bitarteko azal-tonua;aurpegi|bitarteko azal-tonua|esku-azpi|esku-azpia aurpegian|esku-azpia aurpegian: bitarteko azal-tonua|sinesgaiztasun|sumindura
	🤦🏾;esku-azpia aurpegian: 5. mota;5. mota|aurpegi|esku-azpi|esku-azpia aurpegian|esku-azpia aurpegian: 5. mota|sinesgaiztasun|sumindura
	🤦🏿;esku-azpia aurpegian: 6. mota;6. mota|aurpegi|esku-azpi|esku-azpia aurpegian|esku-azpia aurpegian: 6. mota|sinesgaiztasun|sumindura
🤦‍♂️;esku-azpia aurpegian duen gizona;esku-azpi|esku-azpia aurpegian duen gizona|gizon|gizonezko|sinesgaitasun|sumindura
	🤦🏻‍♂️;esku-azpia aurpegian duen gizona: 1–2. mota;1–2. mota|esku-azpi|esku-azpia aurpegian duen gizona|esku-azpia aurpegian duen gizona: 1–2. mota|gizon|gizonezko|sinesgaitasun|sumindura
	🤦🏼‍♂️;esku-azpia aurpegian duen gizona: 3. mota;3. mota|esku-azpi|esku-azpia aurpegian duen gizona|esku-azpia aurpegian duen gizona: 3. mota|gizon|gizonezko|sinesgaitasun|sumindura
	🤦🏽‍♂️;esku-azpia aurpegian duen gizona: bitarteko azal-tonua;bitarteko azal-tonua|esku-azpi|esku-azpia aurpegian duen gizona|esku-azpia aurpegian duen gizona: bitarteko azal-tonua|gizon|gizonezko|sinesgaitasun|sumindura
	🤦🏾‍♂️;esku-azpia aurpegian duen gizona: 5. mota;5. mota|esku-azpi|esku-azpia aurpegian duen gizona|esku-azpia aurpegian duen gizona: 5. mota|gizon|gizonezko|sinesgaitasun|sumindura
	🤦🏿‍♂️;esku-azpia aurpegian duen gizona: 6. mota;6. mota|esku-azpi|esku-azpia aurpegian duen gizona|esku-azpia aurpegian duen gizona: 6. mota|gizon|gizonezko|sinesgaitasun|sumindura
🤦‍♀️;esku-azpia aurpegian duen emakumea;emakume|emakumezko|esku-azpi|esku-azpia aurpegian duen emakumea|sinesgaitasun|sumindura
	🤦🏻‍♀️;esku-azpia aurpegian duen emakumea: 1–2. mota;1–2. mota|emakume|emakumezko|esku-azpi|esku-azpia aurpegian duen emakumea|esku-azpia aurpegian duen emakumea: 1–2. mota|sinesgaitasun|sumindura
	🤦🏼‍♀️;esku-azpia aurpegian duen emakumea: 3. mota;3. mota|emakume|emakumezko|esku-azpi|esku-azpia aurpegian duen emakumea|esku-azpia aurpegian duen emakumea: 3. mota|sinesgaitasun|sumindura
	🤦🏽‍♀️;esku-azpia aurpegian duen emakumea: bitarteko azal-tonua;bitarteko azal-tonua|emakume|emakumezko|esku-azpi|esku-azpia aurpegian duen emakumea|esku-azpia aurpegian duen emakumea: bitarteko azal-tonua|sinesgaitasun|sumindura
	🤦🏾‍♀️;esku-azpia aurpegian duen emakumea: 5. mota;5. mota|emakume|emakumezko|esku-azpi|esku-azpia aurpegian duen emakumea|esku-azpia aurpegian duen emakumea: 5. mota|sinesgaitasun|sumindura
	🤦🏿‍♀️;esku-azpia aurpegian duen emakumea: 6. mota;6. mota|emakume|emakumezko|esku-azpi|esku-azpia aurpegian duen emakumea|esku-azpia aurpegian duen emakumea: 6. mota|sinesgaitasun|sumindura
🤷;sorbaldak altxatu;altxatu|axolagabekeria|ezjakintasun|sorbalda|sorbaldak altxatu|zalantza
	🤷🏻;sorbaldak altxatu: 1–2. mota;1–2. mota|altxatu|axolagabekeria|ezjakintasun|sorbalda|sorbaldak altxatu|sorbaldak altxatu: 1–2. mota|zalantza
	🤷🏼;sorbaldak altxatu: 3. mota;3. mota|altxatu|axolagabekeria|ezjakintasun|sorbalda|sorbaldak altxatu|sorbaldak altxatu: 3. mota|zalantza
	🤷🏽;sorbaldak altxatu: bitarteko azal-tonua;altxatu|axolagabekeria|bitarteko azal-tonua|ezjakintasun|sorbalda|sorbaldak altxatu|sorbaldak altxatu: bitarteko azal-tonua|zalantza
	🤷🏾;sorbaldak altxatu: 5. mota;5. mota|altxatu|axolagabekeria|ezjakintasun|sorbalda|sorbaldak altxatu|sorbaldak altxatu: 5. mota|zalantza
	🤷🏿;sorbaldak altxatu: 6. mota;6. mota|altxatu|axolagabekeria|ezjakintasun|sorbalda|sorbaldak altxatu|sorbaldak altxatu: 6. mota|zalantza
🤷‍♂️;sorbaldak altxatzen ari den gizona;altxatu|axolagabekeria|ezjakintasuna|gizon|gizonezko|sorbaldak altxatzen ari den gizona|zalantza
	🤷🏻‍♂️;sorbaldak altxatzen ari den gizona: 1–2. mota;1–2. mota|altxatu|axolagabekeria|ezjakintasuna|gizon|gizonezko|sorbaldak altxatzen ari den gizona|sorbaldak altxatzen ari den gizona: 1–2. mota|zalantza
	🤷🏼‍♂️;sorbaldak altxatzen ari den gizona: 3. mota;3. mota|altxatu|axolagabekeria|ezjakintasuna|gizon|gizonezko|sorbaldak altxatzen ari den gizona|sorbaldak altxatzen ari den gizona: 3. mota|zalantza
