# Auto-generated by emojicon.py using CLDR v44.1
# DO NOT EDIT MANUALLY!

[smileys_emotion]
😀;barre egiten ari den aurpegia;aurpegi|barre egiten ari den aurpegia|irribarre
	👩🏾‍❤️‍💋‍👨🏾;musu: emakumea, gizona eta 5. mota;5. mota|bikotea|emakumea|gizona|musu|musu: emakumea, gizona eta 5. mota|musua
	👩🏾‍❤️‍💋‍👨🏿;musu: emakumea, gizona, 5. mota eta 6. mota;5. mota|6. mota|bikotea|emakumea|gizona|musu|musu: emakumea, gizona, 5. mota eta 6. mota|musua
	👩🏿‍❤️‍💋‍👨🏻;musu: emakumea, gizona, 6. mota eta 1–2. mota;1–2. mota|6. mota|bikotea|emakumea|gizona|musu|musu: emakumea, gizona, 6. mota eta 1–2. mota|musua
	👩🏿‍❤️‍💋‍👨🏼;musu: emakumea, gizona, 6. mota eta 3. mota;3. mota|6. mota|bikotea|emakumea|gizona|musu|musu: emakumea, gizona, 6. mota eta 3. mota|musua
	👩🏿‍❤️‍💋‍👨🏽;musu: emakumea, gizona, 6. mota eta bitarteko azal-tonua;6. mota|bikotea|bitarteko azal-tonua|emakumea|gizona|musu|musu: emakumea, gizona, 6. mota eta bitarteko azal-tonua|musua
	👩🏿‍❤️‍💋‍👨🏾;musu: emakumea, gizona, 6. mota eta 5. mota;5. mota|6. mota|bikotea|emakumea|gizona|musu|musu: emakumea, gizona, 6. mota eta 5. mota|musua
	👩🏿‍❤️‍💋‍👨🏿;musu: emakumea, gizona eta 6. mota;6. mota|bikotea|emakumea|gizona|musu|musu: emakumea, gizona eta 6. mota|musua
👨‍❤️‍💋‍👨;musu: gizona eta gizona;bikotea|gizona|musu|musu: gizona eta gizona|musua
	👨🏻‍❤️‍💋‍👨🏻;musu: gizona, gizona eta 1–2. mota;1–2. mota|bikotea|gizona|musu|musu: gizona, gizona eta 1–2. mota|musua
	👨🏻‍❤️‍💋‍👨🏼;musu: gizona, gizona, 1–2. mota eta 3. mota;1–2. mota|3. mota|bikotea|gizona|musu|musu: gizona, gizona, 1–2. mota eta 3. mota|musua
	👨🏻‍❤️‍💋‍👨🏽;musu: gizona, gizona, 1–2. mota eta bitarteko azal-tonua;1–2. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, 1–2. mota eta bitarteko azal-tonua|musua
	👨🏻‍❤️‍💋‍👨🏾;musu: gizona, gizona, 1–2. mota eta 5. mota;1–2. mota|5. mota|bikotea|gizona|musu|musu: gizona, gizona, 1–2. mota eta 5. mota|musua
	👨🏻‍❤️‍💋‍👨🏿;musu: gizona, gizona, 1–2. mota eta 6. mota;1–2. mota|6. mota|bikotea|gizona|musu|musu: gizona, gizona, 1–2. mota eta 6. mota|musua
	👨🏼‍❤️‍💋‍👨🏻;musu: gizona, gizona, 3. mota eta 1–2. mota;1–2. mota|3. mota|bikotea|gizona|musu|musu: gizona, gizona, 3. mota eta 1–2. mota|musua
	👨🏼‍❤️‍💋‍👨🏼;musu: gizona, gizona eta 3. mota;3. mota|bikotea|gizona|musu|musu: gizona, gizona eta 3. mota|musua
	👨🏼‍❤️‍💋‍👨🏽;musu: gizona, gizona, 3. mota eta bitarteko azal-tonua;3. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, 3. mota eta bitarteko azal-tonua|musua
	👨🏼‍❤️‍💋‍👨🏾;musu: gizona, gizona, 3. mota eta 5. mota;3. mota|5. mota|bikotea|gizona|musu|musu: gizona, gizona, 3. mota eta 5. mota|musua
	👨🏼‍❤️‍💋‍👨🏿;musu: gizona, gizona, 3. mota eta 6. mota;3. mota|6. mota|bikotea|gizona|musu|musu: gizona, gizona, 3. mota eta 6. mota|musua
	👨🏽‍❤️‍💋‍👨🏻;musu: gizona, gizona, bitarteko azal-tonua eta 1–2. mota;1–2. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, bitarteko azal-tonua eta 1–2. mota|musua
	👨🏽‍❤️‍💋‍👨🏼;musu: gizona, gizona, bitarteko azal-tonua eta 3. mota;3. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, bitarteko azal-tonua eta 3. mota|musua
	👨🏽‍❤️‍💋‍👨🏽;musu: gizona, gizona eta bitarteko azal-tonua;bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona eta bitarteko azal-tonua|musua
	👨🏽‍❤️‍💋‍👨🏾;musu: gizona, gizona, bitarteko azal-tonua eta 5. mota;5. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, bitarteko azal-tonua eta 5. mota|musua
	👨🏽‍❤️‍💋‍👨🏿;musu: gizona, gizona, bitarteko azal-tonua eta 6. mota;6. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, bitarteko azal-tonua eta 6. mota|musua
	👨🏾‍❤️‍💋‍👨🏻;musu: gizona, gizona, 5. mota eta 1–2. mota;1–2. mota|5. mota|bikotea|gizona|musu|musu: gizona, gizona, 5. mota eta 1–2. mota|musua
	👨🏾‍❤️‍💋‍👨🏼;musu: gizona, gizona, 5. mota eta 3. mota;3. mota|5. mota|bikotea|gizona|musu|musu: gizona, gizona, 5. mota eta 3. mota|musua
	👨🏾‍❤️‍💋‍👨🏽;musu: gizona, gizona, 5. mota eta bitarteko azal-tonua;5. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, 5. mota eta bitarteko azal-tonua|musua
	👨🏾‍❤️‍💋‍👨🏾;musu: gizona, gizona eta 5. mota;5. mota|bikotea|gizona|musu|musu: gizona, gizona eta 5. mota|musua
	👨🏾‍❤️‍💋‍👨🏿;musu: gizona, gizona, 5. mota eta 6. mota;5. mota|6. mota|bikotea|gizona|musu|musu: gizona, gizona, 5. mota eta 6. mota|musua
	👨🏿‍❤️‍💋‍👨🏻;musu: gizona, gizona, 6. mota eta 1–2. mota;1–2. mota|6. mota|bikotea|gizona|musu|musu: gizona, gizona, 6. mota eta 1–2. mota|musua
	👨🏿‍❤️‍💋‍👨🏼;musu: gizona, gizona, 6. mota eta 3. mota;3. mota|6. mota|bikotea|gizona|musu|musu: gizona, gizona, 6. mota eta 3. mota|musua
	👨🏿‍❤️‍💋‍👨🏽;musu: gizona, gizona, 6. mota eta bitarteko azal-tonua;6. mota|bikotea|bitarteko azal-tonua|gizona|musu|musu: gizona, gizona, 6. mota eta bitarteko azal-tonua|musua
	👨🏿‍❤️‍💋‍👨🏾;musu: gizona, gizona, 6. mota eta 5. mota;5. mota|6. mota|bikotea|gizona|musu|musu: gizona, gizona, 6. mota eta 5. mota|musua
	👨🏿‍❤️‍💋‍👨🏿;musu: gizona, gizona eta 6. mota;6. mota|bikotea|gizona|musu|musu: gizona, gizona eta 6. mota|musua
👩‍❤️‍💋‍👩;musu: emakumea eta emakumea;bikotea|emakumea|musu|musu: emakumea eta emakumea|musua
	👩🏻‍❤️‍💋‍👩🏻;musu: emakumea, emakumea eta 1–2. mota;1–2. mota|bikotea|emakumea|musu|musu: emakumea, emakumea eta 1–2. mota|musua
	👩🏻‍❤️‍💋‍👩🏼;musu: emakumea, emakumea, 1–2. mota eta 3. mota;1–2. mota|3. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 1–2. mota eta 3. mota|musua
	👩🏻‍❤️‍💋‍👩🏽;musu: emakumea, emakumea, 1–2. mota eta bitarteko azal-tonua;1–2. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, 1–2. mota eta bitarteko azal-tonua|musua
	👩🏻‍❤️‍💋‍👩🏾;musu: emakumea, emakumea, 1–2. mota eta 5. mota;1–2. mota|5. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 1–2. mota eta 5. mota|musua
	👩🏻‍❤️‍💋‍👩🏿;musu: emakumea, emakumea, 1–2. mota eta 6. mota;1–2. mota|6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 1–2. mota eta 6. mota|musua
	👩🏼‍❤️‍💋‍👩🏻;musu: emakumea, emakumea, 3. mota eta 1–2. mota;1–2. mota|3. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 3. mota eta 1–2. mota|musua
	👩🏼‍❤️‍💋‍👩🏼;musu: emakumea, emakumea eta 3. mota;3. mota|bikotea|emakumea|musu|musu: emakumea, emakumea eta 3. mota|musua
	👩🏼‍❤️‍💋‍👩🏽;musu: emakumea, emakumea, 3. mota eta bitarteko azal-tonua;3. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, 3. mota eta bitarteko azal-tonua|musua
	👩🏼‍❤️‍💋‍👩🏾;musu: emakumea, emakumea, 3. mota eta 5. mota;3. mota|5. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 3. mota eta 5. mota|musua
	👩🏼‍❤️‍💋‍👩🏿;musu: emakumea, emakumea, 3. mota eta 6. mota;3. mota|6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 3. mota eta 6. mota|musua
	👩🏽‍❤️‍💋‍👩🏻;musu: emakumea, emakumea, bitarteko azal-tonua eta 1–2. mota;1–2. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, bitarteko azal-tonua eta 1–2. mota|musua
	👩🏽‍❤️‍💋‍👩🏼;musu: emakumea, emakumea, bitarteko azal-tonua eta 3. mota;3. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, bitarteko azal-tonua eta 3. mota|musua
	👩🏽‍❤️‍💋‍👩🏽;musu: emakumea, emakumea eta bitarteko azal-tonua;bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea eta bitarteko azal-tonua|musua
	👩🏽‍❤️‍💋‍👩🏾;musu: emakumea, emakumea, bitarteko azal-tonua eta 5. mota;5. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, bitarteko azal-tonua eta 5. mota|musua
	👩🏽‍❤️‍💋‍👩🏿;musu: emakumea, emakumea, bitarteko azal-tonua eta 6. mota;6. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, bitarteko azal-tonua eta 6. mota|musua
	👩🏾‍❤️‍💋‍👩🏻;musu: emakumea, emakumea, 5. mota eta 1–2. mota;1–2. mota|5. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 5. mota eta 1–2. mota|musua
	👩🏾‍❤️‍💋‍👩🏼;musu: emakumea, emakumea, 5. mota eta 3. mota;3. mota|5. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 5. mota eta 3. mota|musua
	👩🏾‍❤️‍💋‍👩🏽;musu: emakumea, emakumea, 5. mota eta bitarteko azal-tonua;5. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, 5. mota eta bitarteko azal-tonua|musua
	👩🏾‍❤️‍💋‍👩🏾;musu: emakumea, emakumea eta 5. mota;5. mota|bikotea|emakumea|musu|musu: emakumea, emakumea eta 5. mota|musua
	👩🏾‍❤️‍💋‍👩🏿;musu: emakumea, emakumea, 5. mota eta 6. mota;5. mota|6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 5. mota eta 6. mota|musua
	👩🏿‍❤️‍💋‍👩🏻;musu: emakumea, emakumea, 6. mota eta 1–2. mota;1–2. mota|6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 6. mota eta 1–2. mota|musua
	👩🏿‍❤️‍💋‍👩🏼;musu: emakumea, emakumea, 6. mota eta 3. mota;3. mota|6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 6. mota eta 3. mota|musua
	👩🏿‍❤️‍💋‍👩🏽;musu: emakumea, emakumea, 6. mota eta bitarteko azal-tonua;6. mota|bikotea|bitarteko azal-tonua|emakumea|musu|musu: emakumea, emakumea, 6. mota eta bitarteko azal-tonua|musua
	👩🏿‍❤️‍💋‍👩🏾;musu: emakumea, emakumea, 6. mota eta 5. mota;5. mota|6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea, 6. mota eta 5. mota|musua
	👩🏿‍❤️‍💋‍👩🏿;musu: emakumea, emakumea eta 6. mota;6. mota|bikotea|emakumea|musu|musu: emakumea, emakumea eta 6. mota|musua
💑;bihotza erdian duen bikotea;bihotza|bihotza erdian duen bikotea|bikotea|maitasuna
	💑🏻;bihotza erdian duen bikotea: 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: 1–2. mota|bikotea|maitasuna
	💑🏼;bihotza erdian duen bikotea: 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: 3. mota|bikotea|maitasuna
	💑🏽;bihotza erdian duen bikotea: bitarteko azal-tonua;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: bitarteko azal-tonua|bikotea|bitarteko azal-tonua|maitasuna
	💑🏾;bihotza erdian duen bikotea: 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: 5. mota|bikotea|maitasuna
	💑🏿;bihotza erdian duen bikotea: 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: 6. mota|bikotea|maitasuna
	🧑🏻‍❤️‍🧑🏼;bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta 3. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta 3. mota|bikotea|maitasuna|pertsona
	🧑🏻‍❤️‍🧑🏽;bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta bitarteko azal-tonua;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏻‍❤️‍🧑🏾;bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta 5. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta 5. mota|bikotea|maitasuna|pertsona
	🧑🏻‍❤️‍🧑🏿;bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta 6. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 1–2. mota eta 6. mota|bikotea|maitasuna|pertsona
	🧑🏼‍❤️‍🧑🏻;bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta 1–2. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta 1–2. mota|bikotea|maitasuna|pertsona
	🧑🏼‍❤️‍🧑🏽;bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta bitarteko azal-tonua;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏼‍❤️‍🧑🏾;bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta 5. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta 5. mota|bikotea|maitasuna|pertsona
	🧑🏼‍❤️‍🧑🏿;bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta 6. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 3. mota eta 6. mota|bikotea|maitasuna|pertsona
	🧑🏽‍❤️‍🧑🏻;bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 1–2. mota|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏽‍❤️‍🧑🏼;bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 3. mota|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏽‍❤️‍🧑🏾;bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 5. mota|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏽‍❤️‍🧑🏿;bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, bitarteko azal-tonua eta 6. mota|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏾‍❤️‍🧑🏻;bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta 1–2. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta 1–2. mota|bikotea|maitasuna|pertsona
	🧑🏾‍❤️‍🧑🏼;bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta 3. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta 3. mota|bikotea|maitasuna|pertsona
	🧑🏾‍❤️‍🧑🏽;bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta bitarteko azal-tonua;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏾‍❤️‍🧑🏿;bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta 6. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 5. mota eta 6. mota|bikotea|maitasuna|pertsona
	🧑🏿‍❤️‍🧑🏻;bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta 1–2. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta 1–2. mota|bikotea|maitasuna|pertsona
	🧑🏿‍❤️‍🧑🏼;bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta 3. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta 3. mota|bikotea|maitasuna|pertsona
	🧑🏿‍❤️‍🧑🏽;bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta bitarteko azal-tonua;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|maitasuna|pertsona
	🧑🏿‍❤️‍🧑🏾;bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta 5. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: pertsona, pertsona, 6. mota eta 5. mota|bikotea|maitasuna|pertsona
👩‍❤️‍👨;bihotza erdian duen bikotea: emakumea eta gizona;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea eta gizona|bikotea|emakumea|gizona|maitasuna
	👩🏻‍❤️‍👨🏻;bihotza erdian duen bikotea: emakumea, gizona eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona eta 1–2. mota|bikotea|emakumea|gizona|maitasuna
	👩🏻‍❤️‍👨🏼;bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta 3. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta 3. mota|bikotea|emakumea|gizona|maitasuna
	👩🏻‍❤️‍👨🏽;bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta bitarteko azal-tonua;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏻‍❤️‍👨🏾;bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta 5. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta 5. mota|bikotea|emakumea|gizona|maitasuna
	👩🏻‍❤️‍👨🏿;bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta 6. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 1–2. mota eta 6. mota|bikotea|emakumea|gizona|maitasuna
	👩🏼‍❤️‍👨🏻;bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta 1–2. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta 1–2. mota|bikotea|emakumea|gizona|maitasuna
	👩🏼‍❤️‍👨🏼;bihotza erdian duen bikotea: emakumea, gizona eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona eta 3. mota|bikotea|emakumea|gizona|maitasuna
	👩🏼‍❤️‍👨🏽;bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta bitarteko azal-tonua;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏼‍❤️‍👨🏾;bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta 5. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta 5. mota|bikotea|emakumea|gizona|maitasuna
	👩🏼‍❤️‍👨🏿;bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta 6. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 3. mota eta 6. mota|bikotea|emakumea|gizona|maitasuna
	👩🏽‍❤️‍👨🏻;bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 1–2. mota|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏽‍❤️‍👨🏼;bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 3. mota;3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 3. mota|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏽‍❤️‍👨🏽;bihotza erdian duen bikotea: emakumea, gizona eta bitarteko azal-tonua;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏽‍❤️‍👨🏾;bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 5. mota|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏽‍❤️‍👨🏿;bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, bitarteko azal-tonua eta 6. mota|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏾‍❤️‍👨🏻;bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta 1–2. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta 1–2. mota|bikotea|emakumea|gizona|maitasuna
	👩🏾‍❤️‍👨🏼;bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta 3. mota;3. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta 3. mota|bikotea|emakumea|gizona|maitasuna
	👩🏾‍❤️‍👨🏽;bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta bitarteko azal-tonua;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏾‍❤️‍👨🏾;bihotza erdian duen bikotea: emakumea, gizona eta 5. mota;5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona eta 5. mota|bikotea|emakumea|gizona|maitasuna
	👩🏾‍❤️‍👨🏿;bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta 6. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 5. mota eta 6. mota|bikotea|emakumea|gizona|maitasuna
	👩🏿‍❤️‍👨🏻;bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta 1–2. mota;1–2. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta 1–2. mota|bikotea|emakumea|gizona|maitasuna
	👩🏿‍❤️‍👨🏼;bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta 3. mota;3. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta 3. mota|bikotea|emakumea|gizona|maitasuna
	👩🏿‍❤️‍👨🏽;bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta bitarteko azal-tonua;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|emakumea|gizona|maitasuna
	👩🏿‍❤️‍👨🏾;bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta 5. mota;5. mota|6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona, 6. mota eta 5. mota|bikotea|emakumea|gizona|maitasuna
	👩🏿‍❤️‍👨🏿;bihotza erdian duen bikotea: emakumea, gizona eta 6. mota;6. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: emakumea, gizona eta 6. mota|bikotea|emakumea|gizona|maitasuna
👨‍❤️‍👨;bihotza erdian duen bikotea: gizona eta gizona;bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona eta gizona|bikotea|gizona|maitasuna
	👨🏻‍❤️‍👨🏻;bihotza erdian duen bikotea: gizona, gizona eta 1–2. mota;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona eta 1–2. mota|bikotea|gizona|maitasuna
	👨🏻‍❤️‍👨🏼;bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta 3. mota;1–2. mota|3. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta 3. mota|bikotea|gizona|maitasuna
	👨🏻‍❤️‍👨🏽;bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta bitarteko azal-tonua;1–2. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta bitarteko azal-tonua|bikotea|bitarteko azal-tonua|gizona|maitasuna
	👨🏻‍❤️‍👨🏾;bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta 5. mota;1–2. mota|5. mota|bihotza|bihotza erdian duen bikotea|bihotza erdian duen bikotea: gizona, gizona, 1–2. mota eta 5. mota|bikotea|gizona|maitasuna
